,Turn,Speaker,Text,True,Pred
477,5,0,great,Not-a-strategy,Self Assertion-Empowerment
478,0,1,You can't rush this. 1200 is too low,Hesitance-Hesitance,Self Assertion-Empowerment
479,0,0,Unfortunately I have to pay for all utilities and get rid of a beloved pet due to restrictions.,Self Pity-Empowement,Self Assertion-Empowerment
480,1,1,That is unfortunate but this is a pretty awesome home. Because of the utilities I can lower the price to 1400.,Personal Choice-Empowerment,Self Assertion-Empowerment
481,1,0,Is there even a yard or lawn?,Source Derogation-Contesting,Self Assertion-Empowerment
482,2,1,There is a small backyard for each unit. It's gated,Not-a-strategy,Self Assertion-Empowerment
483,2,0,Sewer and trash fees are very high at the moment,Source Derogation-Contesting,Self Assertion-Empowerment
484,3,1,Okay how about this....half off the security deposit and 1350.,Personal Choice-Empowerment,Self Assertion-Empowerment
485,3,0,This places comes completely unfurnished?,Information Inquiry-Contesting,Self Assertion-Empowerment
486,4,1,Yes. It's unfurnished. You can decorate it anyway you like,Not-a-strategy,Self Assertion-Empowerment
487,4,0,"I really appreciate the half off security deposit, thats very generous. Can we work somewhere around 1275?",Hesitance-Hesitance,Self Assertion-Empowerment
488,5,1,How about a flat 1300 which includes all the utilities and you only pay half (650) for the security deposit?,Personal Choice-Empowerment,Self Assertion-Empowerment
489,5,0,"If you're willing to include utilities into that fee, I say a flat 1300 sounds good on my end.",Not-a-strategy,Self Assertion-Empowerment
490,6,1,Great. we have a deal then.,Not-a-strategy,Self Assertion-Empowerment
491,0,1,320,Self Assertion-Empowerment,Self Assertion-Empowerment
492,0,0,"This is a great phone, I can give you $200.00 for it.",Hesitance-Hesitance,Self Assertion-Empowerment
493,1,1,320,Self Assertion-Empowerment,Self Assertion-Empowerment
494,1,1,280,Self Assertion-Empowerment,Self Assertion-Empowerment
495,2,1,280,Self Assertion-Empowerment,Self Assertion-Empowerment
496,2,0,2 60 please,Hesitance-Hesitance,Self Assertion-Empowerment
497,3,1,How about 275?,Hesitance-Hesitance,Self Assertion-Empowerment
498,3,0,ok 275,Not-a-strategy,Self Assertion-Empowerment
499,4,1,Perfect.,Not-a-strategy,Self Assertion-Empowerment
500,4,1,How about 275?,Not-a-strategy,Self Assertion-Empowerment
501,5,1,Perfect.,Not-a-strategy,Self Assertion-Empowerment
502,0,1,hi there,Not-a-strategy,Self Assertion-Empowerment
503,0,0,I'm moving to the bay area is West Oakland a good neighborhood?,Not-a-strategy,Self Assertion-Empowerment
504,1,0,"Hi, I'm moving to the bay area is West Oakland a good neighborhood?",Information Inquiry-Contesting,Self Assertion-Empowerment
505,1,1,Where are you moving from?,Not-a-strategy,Self Assertion-Empowerment
506,2,0,Vegas,Not-a-strategy,Self Assertion-Empowerment
507,2,1,oh yea. You will live this place a lot more than Vegas. Nice weather. Nice views,Not-a-strategy,Self Assertion-Empowerment
508,3,0,Is there off street parking?,Information Inquiry-Contesting,Self Assertion-Empowerment
509,3,1,"Absolutely. As you can imagine West Oakland parkings are always packed, but all around this apartment there always seems to be spots open",Not-a-strategy,Self Assertion-Empowerment
510,4,0,So is the parkingon the street or is there a garage or parking lot? Where do you usually park?,Information Inquiry-Contesting,Self Assertion-Empowerment
511,4,1,I usually park right in front of the apartment. It's pretty easy to get in and out. You'll love it,Not-a-strategy,Self Assertion-Empowerment
512,5,0,Would you accept $1077?,Hesitance-Hesitance,Self Assertion-Empowerment
513,5,1,That's a bit out of the range i'm looking for. i might be willing to come down to $1650 with first months utilities paid for,Personal Choice-Empowerment,Self Assertion-Empowerment
514,6,0,deal,Not-a-strategy,Self Assertion-Empowerment
515,0,0,Hello. I am interested in buying the sofa and the chair,Not-a-strategy,Self Assertion-Empowerment
516,0,1,$100 and it's yours.  it's a great deal to receive both items for that price.,Hesitance-Hesitance,Self Assertion-Empowerment
517,1,0,"That's too much and I can't afford that, but before we get down to the price as mentioned in the listing the sofa was from Costco. Would you happen to have any warranty with it?",Self Pity-Empowement,Self Assertion-Empowerment
518,1,1,"no, there's no warranty",Not-a-strategy,Self Assertion-Empowerment
519,2,0,"Okay good to know that, and is the sofa black or brown?",Information Inquiry-Contesting,Self Assertion-Empowerment
520,2,1,it's dark brown.  $100 and you can have it,Hesitance-Hesitance,Self Assertion-Empowerment
521,3,0,That's too much. I can give $76 for both since it has no warranty as well and its not new.,Counter Argumentation-Contesting,Self Assertion-Empowerment
522,3,1,no one needs a warranty for a sofa.  it works just great.  it's very comfortable.  $100 is a great price.  you get the chair too.,Hesitance-Hesitance,Self Assertion-Empowerment
523,4,0,Warranty is important for any wearing or tearing down. I can't do 100 its too much. You need to go lower a bit,Hesitance-Hesitance,Self Assertion-Empowerment
524,4,1,$95.00,Self Assertion-Empowerment,Self Assertion-Empowerment
525,5,0,Okay as far as you deliver it to me as I live very far from where you are please,Personal Choice-Empowerment,Self Assertion-Empowerment
526,5,1,ok.  95,Not-a-strategy,Self Assertion-Empowerment
527,0,1,Hello! Are you interested in the leather sofa?,Not-a-strategy,Self Assertion-Empowerment
528,0,0,"Yes, I might be. Are there any problems with the sofa?",Source Derogation-Contesting,Self Assertion-Empowerment
529,1,1,Absolutely none! I've only owned it for one year and it is in absolutely pristine condition.,Not-a-strategy,Self Assertion-Empowerment
530,1,0,"Well, if it's in such great condition, why are you getting rid of it?",Source Derogation-Contesting,Self Assertion-Empowerment
531,2,1,"You see, I just got a new kitten for my daughter. They are absolutely inseparable! But this sofa is a (hard to come by) light grey Italian leather and the kitten unfortunately sheds a LOT. I just don't like how it looks in the living room anymore and it is difficult to keep hair-free. Not to worry, I'm having it professionally cleaned to remove all pet dander!",Not-a-strategy,Self Assertion-Empowerment
532,2,0,"Well, if this kitten is such a burden, I'd be glad to take it off your hands for $225.",Hesitance-Hesitance,Self Assertion-Empowerment
533,3,1,"Since it is being cleaned and it is a very high quality leather, much less in a rare shade of grey, I would be willing to take 325 for it.",Counter Argumentation-Contesting,Self Assertion-Empowerment
534,3,0,"Well, now I'm interested in this kitten too. I'll tell you what, if you throw in the kitten, I'll take the sofa a $375.",Personal Choice-Empowerment,Self Assertion-Empowerment
535,4,1,"Oh no no, I cannot part with the kitten. She is family. But she did come from a litter that still has kittens available from. She is a high quality breed. I can give you the contact info. The owner is a dear friend of mine and I can get her to give you an excellent deal on the kitten. I can take 300 for the sofa",Hesitance-Hesitance,Self Assertion-Empowerment
536,4,0,"Okay, I'll take the sofa for $300.",Not-a-strategy,Self Assertion-Empowerment
537,0,1,how are you?,Not-a-strategy,Self Assertion-Empowerment
538,0,0,Good thank you. I would like to buy your truck.,Not-a-strategy,Self Assertion-Empowerment
539,1,1,"Sounds good, make me an offer",Not-a-strategy,Self Assertion-Empowerment
540,1,0,Would you take $2000 for it?,Hesitance-Hesitance,Self Assertion-Empowerment
541,2,1,"I'm sorry, I can't go that low.  Can you come up a bit?",Hesitance-Hesitance,Self Assertion-Empowerment
542,2,0,What about $2500?,Hesitance-Hesitance,Self Assertion-Empowerment
543,3,1,I was hoping to get at least $3200 for it.,Hesitance-Hesitance,Self Assertion-Empowerment
544,3,0,I can go up to $3000 and that would be my final offer.,Self Assertion-Empowerment,Self Assertion-Empowerment
545,4,1,"I can do $3000, that seems fair.",Not-a-strategy,Self Assertion-Empowerment
546,4,0,"Ok, $3000 it is.",Not-a-strategy,Self Assertion-Empowerment
547,0,1,hello!,Not-a-strategy,Self Assertion-Empowerment
548,0,0,Hi! I'm interested in perhaps getting this bike for my son. What size is this bike?,Information Inquiry-Contesting,Self Assertion-Empowerment
549,1,1,"It's pretty small, good for maybe a 5-6 year old kid or someone just learning to ride, hence the training wheels",Not-a-strategy,Self Assertion-Empowerment
550,1,0,"My son is 5, so that would be good. Have you had any trouble with the brakes? The ad said they're only two years old.",Source Derogation-Contesting,Self Assertion-Empowerment
551,2,1,"no, he out grew it quickly, the brakes are like new",Not-a-strategy,Self Assertion-Empowerment
552,2,0,Are the tires in good condition?,Information Inquiry-Contesting,Self Assertion-Empowerment
553,3,1,"very, he grew so quick, he barely used this thing",Not-a-strategy,Self Assertion-Empowerment
554,3,0,Could you take $15? I can come pick it up right away.,Personal Choice-Empowerment,Self Assertion-Empowerment
555,4,1,"sure, we want to gone, come and get it!",Not-a-strategy,Self Assertion-Empowerment
556,4,0,Okay!,Not-a-strategy,Self Assertion-Empowerment
557,0,0,What gas milage do you get?,Information Inquiry-Contesting,Self Assertion-Empowerment
558,0,1,About 30,Not-a-strategy,Self Assertion-Empowerment
559,1,0,"Pretty good, how are the tires?",Information Inquiry-Contesting,Self Assertion-Empowerment
560,1,1,I replaced the tires at the start of this year in February.,Not-a-strategy,Self Assertion-Empowerment
561,2,0,Are there any dents or nicks on the body?,Source Derogation-Contesting,Self Assertion-Empowerment
562,2,1,No dents or knicks. It's in pretty good condition...Theres 126k miles on it,Not-a-strategy,Self Assertion-Empowerment
563,3,0,"It is a little too high for my budget, would you consider $3800?",Self Pity-Empowement,Self Assertion-Empowerment
564,3,1,Can we meet more in the middle? 4550?,Hesitance-Hesitance,Self Assertion-Empowerment
565,4,0,Would 4400 work?,Hesitance-Hesitance,Self Assertion-Empowerment
566,4,1,Yeah that would work.  I have the title and everything ready to go.,Not-a-strategy,Self Assertion-Empowerment
567,5,0,"Great can I come by later thi safternoon, I will have the cash?",Not-a-strategy,Self Assertion-Empowerment
568,5,1,"Sure, we can meet this afternoon. See you soon",Not-a-strategy,Self Assertion-Empowerment
569,0,1,hello,Not-a-strategy,Self Assertion-Empowerment
570,0,0,hi,Not-a-strategy,Self Assertion-Empowerment
571,1,1,Are you interesting in touring the apartment I'm listing?,Not-a-strategy,Self Assertion-Empowerment
572,1,0,yes i like the fact that it has a intercom security control and swimming pool,Not-a-strategy,Self Assertion-Empowerment
573,2,1,"Those have been really nice features including for the apartment. The swimming pool is open year round, with two guests allowed access with the apartment owner. The security control intercom has allowed me to easily let in my guests but what's also great about the apartment is there is a doorman present.",Not-a-strategy,Self Assertion-Empowerment
574,2,0,Cool so i'm on a bit of a buget i was wanting to know if i could get the very nice place for $1500,Self Pity-Empowement,Self Assertion-Empowerment
575,3,1,That is quite a bit lower than asking price. I can't go lower than $1850. The apartment has a lot of amenities included and is a very desired location.,Self Assertion-Empowerment,Self Assertion-Empowerment
576,3,0,"i really need to talk to my wife about this the place looks wonderful, woud you be willing to go for $1650",Hesitance-Hesitance,Self Assertion-Empowerment
577,4,1,I can do $1750 but that is the absolute lowest I can go. Do we have a deal?,Self Assertion-Empowerment,Self Assertion-Empowerment
578,4,0,ok my wife says ok make the deal today,Not-a-strategy,Self Assertion-Empowerment
579,5,1,great!,Not-a-strategy,Self Assertion-Empowerment
580,5,0,thanks,Not-a-strategy,Self Assertion-Empowerment
581,0,1,hi,Not-a-strategy,Self Assertion-Empowerment
582,0,0,"Good Morning, can you tell me a little more about this house please.",Information Inquiry-Contesting,Self Assertion-Empowerment
583,1,1,It's a two story 3 bedroom and 2 bath. Citrus trees in the back yard and very close to great schools.,Not-a-strategy,Self Assertion-Empowerment
584,1,0,Does it have a garage or just a driveway?,Information Inquiry-Contesting,Self Assertion-Empowerment
585,2,1,Two car garage. Also has a yard with gardener and patio. Central heat and AC and other basic appliances included. I'm asking $3500.,Not-a-strategy,Self Assertion-Empowerment
586,2,0,ohh the Gardener comes with the house? like on a contract?,Information Inquiry-Contesting,Self Assertion-Empowerment
587,3,1,Yes. That will be included in the price! We can allow pets if needed too.,Not-a-strategy,Self Assertion-Empowerment
588,3,0,I have a very large dog would that be a problem?,Information Inquiry-Contesting,Self Assertion-Empowerment
589,4,1,Nope. Just need an extra $100 deposit. So we got a deal?,Not-a-strategy,Self Assertion-Empowerment
590,4,0,any chance we could do $3000?,Hesitance-Hesitance,Self Assertion-Empowerment
591,5,1,Lowest I can really go is $3200,Self Assertion-Empowerment,Self Assertion-Empowerment
592,5,0,Deal..,Not-a-strategy,Self Assertion-Empowerment
593,0,0,"Hello, I am interested in buying this property.",Not-a-strategy,Self Assertion-Empowerment
594,0,1,HELLO ! HOW MAY I HELP? dO YOU HAVE A PRICE YOU WOULD LIKE TO OFFER?,Not-a-strategy,Self Assertion-Empowerment
595,1,0,How many beds are available?,Information Inquiry-Contesting,Self Assertion-Empowerment
596,1,1,WE HAVE ON EOR TWO BEDROOMS AVAILABLE,Not-a-strategy,Self Assertion-Empowerment
597,2,0,"Ok, so would it be good for a small family?",Information Inquiry-Contesting,Self Assertion-Empowerment
598,2,1,YES A TWO BEDROOM WOULD BE PERFECT,Not-a-strategy,Self Assertion-Empowerment
599,3,0,"That sounds great, and would my dog enjoy living there?",Information Inquiry-Contesting,Self Assertion-Empowerment
600,3,1,YES CATS AND DOGS ARE WELCOME,Not-a-strategy,Self Assertion-Empowerment
601,4,0,"That's good. The price is a little above my budget, how does $1513 sound?",Self Pity-Empowement,Self Assertion-Empowerment
602,4,1,1513 IS PERFECT !!,Not-a-strategy,Self Assertion-Empowerment
603,0,0,hi,Not-a-strategy,Self Assertion-Empowerment
604,0,1,"Hello , there!",Not-a-strategy,Self Assertion-Empowerment
605,1,0,hi this is a nice bed all i have is $133,Self Pity-Empowement,Self Assertion-Empowerment
606,1,1,That's fine!,Not-a-strategy,Self Assertion-Empowerment
607,2,0,ok when can i pick it up,Not-a-strategy,Self Assertion-Empowerment
608,2,1,"You can stop by anytime today. I can hold it for you till Tuesday of next week, at the latest.",Not-a-strategy,Self Assertion-Empowerment
609,3,0,ok since you agreed to $140 i will throw in 7 dollars if you bring it,Personal Choice-Empowerment,Self Assertion-Empowerment
610,3,1,How many miles away are you?,Not-a-strategy,Self Assertion-Empowerment
611,4,0,10,Not-a-strategy,Self Assertion-Empowerment
612,4,1,I'm willing to load it in my SUV and drive 10 miles for an additional $10 - how's that?,Personal Choice-Empowerment,Self Assertion-Empowerment
613,5,0,no 7 you all ready agreed to the $140,Hesitance-Hesitance,Self Assertion-Empowerment
614,5,1,"Aww, I understand. But, the $140 final/lowest price doesn't include delivery.",Self Assertion-Empowerment,Self Assertion-Empowerment
615,6,0,ok,Not-a-strategy,Self Assertion-Empowerment
616,6,1,Deal?,Not-a-strategy,Self Assertion-Empowerment
617,0,1,"Hey, you're interested in this vintage desk?",Not-a-strategy,Self Assertion-Empowerment
618,0,0,Yes I am. Is it new or used?,Information Inquiry-Contesting,Self Assertion-Empowerment
619,1,1,We didn't use it much before my daughter went off to college. She had her computer on it so it's pretty peerless,Not-a-strategy,Self Assertion-Empowerment
620,1,0,"Okay. How about the drawers? Do they open and close easily or do you need that ""extra push"" to deal with it?",Source Derogation-Contesting,Self Assertion-Empowerment
621,2,1,"Oh she didn't use the drawers at all, so I'm confident that you could slide them in and out nicely",Not-a-strategy,Self Assertion-Empowerment
622,2,0,Great. The price is way too high for me. can we negotiate on that?,Hesitance-Hesitance,Self Assertion-Empowerment
623,3,1,"Yeah, what's your budget? I can't really go lower than 45 because of the chair that's included",Self Assertion-Empowerment,Self Assertion-Empowerment
624,3,0,"Well what if I don't want the chair, can you just give me the table for #36?",Personal Choice-Empowerment,Self Assertion-Empowerment
625,4,1,"Oh, you don't want the chair? Okay, give me 40 and you have a deal",Hesitance-Hesitance,Self Assertion-Empowerment
626,4,0,Okay deal,Not-a-strategy,Self Assertion-Empowerment
627,0,1,hello,Not-a-strategy,Self Assertion-Empowerment
628,0,0,"Hey there, I am interested in your bike.",Not-a-strategy,Self Assertion-Empowerment
629,1,1,yeah this is a nice bike i have to many and decided to sell this one i can't sell it to cheaper than the listed price so if you make an offer don't go to far away from that price,Not-a-strategy,Self Assertion-Empowerment
630,1,0,Right now i am just looking for a present for my brother's birthday. My budget is around $2500...Do you do 2500? I have saw another bike ad they only sell it for 2300 for almost same condition.,Source Derogation-Contesting,Self Assertion-Empowerment
631,2,1,i would'nt be interested,Not-a-strategy,Self Assertion-Empowerment
632,2,0,what would be your lowest price?,Hesitance-Hesitance,Self Assertion-Empowerment
633,3,1,go to wall mart then,Not-a-strategy,Self Assertion-Empowerment
634,3,0,how much would you go down to?,Hesitance-Hesitance,Self Assertion-Empowerment
635,4,1,"$3,500.00",Hesitance-Hesitance,Self Assertion-Empowerment
636,4,0,I can go pick up myself - no need any shipping cost. Can you do 2900?,Personal Choice-Empowerment,Self Assertion-Empowerment
637,5,1,i would'nt be interested $3500 are no deal and that includes you picking it up,Self Assertion-Empowerment,Self Assertion-Empowerment
638,5,0,3500 is way over my budget. I think i will pass. My absolute lowest is 3000,Self Pity-Empowement,Self Assertion-Empowerment
639,6,1,finale deal is 3500 take it or leave bub,Self Assertion-Empowerment,Self Assertion-Empowerment
640,0,1,Hi there.,Not-a-strategy,Self Assertion-Empowerment
641,0,0,how we doing today,Not-a-strategy,Self Assertion-Empowerment
642,1,1,Good thanks. How can I help you?,Not-a-strategy,Self Assertion-Empowerment
643,1,0,"i am really intereted in your bike, however, I do have some financial problems at the moment",Self Pity-Empowement,Self Assertion-Empowerment
644,2,1,I am willing to negotiate but I can't go lower than what I have to. This bike is the best thing that I have had and its quality is just too amazing!,Self Assertion-Empowerment,Self Assertion-Empowerment
645,2,0,ok so how about 600 and everyone goes home happy,Hesitance-Hesitance,Self Assertion-Empowerment
646,3,1,that's too low for what you're getting in return. I can do $800,Hesitance-Hesitance,Self Assertion-Empowerment
647,3,0,"how about 700 hundred and I ll stop by and pick it up ASAP, come on",Personal Choice-Empowerment,Self Assertion-Empowerment
648,4,1,Okay if you are insisting that much then I will take the 700 but you need to come by latest tomorrow.,Personal Choice-Empowerment,Self Assertion-Empowerment
649,4,0,"sounds great to me, I will see you then, so let finalize ok",Not-a-strategy,Self Assertion-Empowerment
650,5,1,Sure!,Not-a-strategy,Self Assertion-Empowerment
651,0,1,Hi,Not-a-strategy,Self Assertion-Empowerment
652,0,0,Hi there.,Not-a-strategy,Self Assertion-Empowerment
653,1,1,Are you looking to buy?,Not-a-strategy,Self Assertion-Empowerment
654,1,0,I am interested in getting this pioneer stereo. It looks like old school. Does it work well?,Information Inquiry-Contesting,Self Assertion-Empowerment
655,2,1,"It is in great condition, has a very high quality performance sound.",Not-a-strategy,Self Assertion-Empowerment
656,2,0,Is the sound crisp?,Information Inquiry-Contesting,Self Assertion-Empowerment
657,3,1,very and clear.,Not-a-strategy,Self Assertion-Empowerment
658,3,0,How old have you had it for?,Source Derogation-Contesting,Self Assertion-Empowerment
659,4,1,I have it two years. But still under warranty that would be transferred to you.,Not-a-strategy,Self Assertion-Empowerment
660,4,0,Okay that would be great. Although the amount is too much for me. Can we do $120?,Hesitance-Hesitance,Self Assertion-Empowerment
661,5,1,"I am wanting to make a deal, but feel closer to $175 is fair.",Hesitance-Hesitance,Self Assertion-Empowerment
662,5,0,I could do $175 if you can deliver it to me please?,Personal Choice-Empowerment,Self Assertion-Empowerment
663,6,1,"yes I could deliver , no problem.",Not-a-strategy,Self Assertion-Empowerment
664,0,1,Hi.,Not-a-strategy,Self Assertion-Empowerment
665,0,0,Hi I'm very interested in this. I see it has high speed internet is that included in the price?,Information Inquiry-Contesting,Self Assertion-Empowerment
666,1,1,"Yes, it is included.  among other perks like our 24 hour gym.",Not-a-strategy,Self Assertion-Empowerment
667,1,0,Can I bring my dog with me?,Information Inquiry-Contesting,Self Assertion-Empowerment
668,2,1,Pets are welcome!,Not-a-strategy,Self Assertion-Empowerment
669,2,0,Awesome! Could the price be lowered a bit?,Hesitance-Hesitance,Self Assertion-Empowerment
670,3,1,yes a little,Not-a-strategy,Self Assertion-Empowerment
671,3,0,Like 1700?,Hesitance-Hesitance,Self Assertion-Empowerment
672,4,1,I think if you could do 1750.. we could make a deal.,Hesitance-Hesitance,Self Assertion-Empowerment
673,4,0,I'll take it.,Not-a-strategy,Self Assertion-Empowerment
674,0,0,I was looking at the BMW you have listed and found myself interested,Not-a-strategy,Self Assertion-Empowerment
675,0,1,"Great, do you have any questions about it?",Not-a-strategy,Self Assertion-Empowerment
676,1,0,"I was wondering about the mileage being so high, maybe we could cut down the price to about 4200, being that im going to have to replace the engine and possibly the transmission soon",Source Derogation-Contesting,Self Assertion-Empowerment
677,1,1,"Well, the mileage is high because I have to travel a lot for business, and this was the car I drove all around the southwest. I'd be willing to let it go for $6000.",Counter Argumentation-Contesting,Self Assertion-Empowerment
678,2,0,I like how the interior has been redone and the tow package is installed along with the other work done in the past year. Ill probably go 5200 at the highest. Maybe throw in free shipping to my current location?,Personal Choice-Empowerment,Self Assertion-Empowerment
679,2,1,"I could have it delivered to you next week, for $5500.",Personal Choice-Empowerment,Self Assertion-Empowerment
680,3,0,"Alright, I 'm feelign a little better now, does the car include a warranty of any kind?",Information Inquiry-Contesting,Self Assertion-Empowerment
681,3,1,"Well, it did, in 2008. It's been out of warranty for a few years now.",Not-a-strategy,Self Assertion-Empowerment
682,4,0,"With a clean title and everything listed, I think I could settle at 5500 on a payment plan over a year. If we could make it 5300, I could pay straight cash.",Personal Choice-Empowerment,Self Assertion-Empowerment
683,4,1,"Okay, 5300 is fine.",Not-a-strategy,Self Assertion-Empowerment
684,5,0,Thank you so much!,Not-a-strategy,Self Assertion-Empowerment
685,0,0,Hi. How many miles are on this car?,Information Inquiry-Contesting,Self Assertion-Empowerment
686,0,1,65000 original miles. It has been well maintained and I have all the records.,Not-a-strategy,Self Assertion-Empowerment
687,1,0,"Great! Last week I saw a similar vehicle with 70000 miles for 14,500. So 20000 is too high for me. Would you be willing to take $15200?",Hesitance-Hesitance,Self Assertion-Empowerment
688,1,1,"It comes with an extra transmission, radiator, fuel pump and I will warranty it for 10000 miles or 18 months whichever comes first.",Personal Choice-Empowerment,Self Assertion-Empowerment
689,2,0,"Ok. Are you willing to take $15500? I can have a buddy come with me to pick it up, so you don't have to worry about moving it anywhere.",Personal Choice-Empowerment,Self Assertion-Empowerment
690,2,1,I can't go that low. I could do 19000 but no extra transmission at that price.,Hesitance-Hesitance,Self Assertion-Empowerment
691,3,0,"Ok. Since you want 19000 and I want 15500, let's meet in the middle and settle on 17250, with no extra transmission. That way we both get what we want. How does that sound?",Hesitance-Hesitance,Self Assertion-Empowerment
692,3,1,I'll go 17250 with no warranty and no extra transmission.,Personal Choice-Empowerment,Self Assertion-Empowerment
693,4,0,How about 18000 and include the warranty?,Personal Choice-Empowerment,Self Assertion-Empowerment
694,4,1,Ok I'll do that.,Not-a-strategy,Self Assertion-Empowerment
695,0,0,I love the look of your chair! I have a couple of questions: What time period is the frame from? When was it reupholstered? Why are you getting rid of it?,Source Derogation-Contesting,Self Assertion-Empowerment
696,0,1,"It's not too old maybe about 50 years or so, but it is hand made in the old european tradition. everything on it is original, sturdy well made no creaking. i'",Not-a-strategy,Self Assertion-Empowerment
697,1,0,What is the material on the back and cushion made of?,Information Inquiry-Contesting,Self Assertion-Empowerment
698,1,1,"chat misbehaved. sorry about that. i'm selling it because i don't need it anymore. and need some quick cash. as for the materials for the back and cushion, i don't really know, i think it might be double weaved cotton? Not sure.",Not-a-strategy,Self Assertion-Empowerment
699,2,0,"In looking at comps, and this being not as old as it appears, would you be willing to negotiate on the price? I am thinking $175. I will pick up and load myself",Personal Choice-Empowerment,Self Assertion-Empowerment
700,2,1,Sure but I can't go that low. The lowest I can go is about 300. I can deliver it for you,Personal Choice-Empowerment,Self Assertion-Empowerment
701,3,0,How about 250 if I come pick up?,Personal Choice-Empowerment,Self Assertion-Empowerment
702,3,1,tell you what. 275 and you got a deal,Hesitance-Hesitance,Self Assertion-Empowerment
703,4,0,Let's split the difference and go $260.,Hesitance-Hesitance,Self Assertion-Empowerment
704,4,1,you come and pick it up? fine that's a deal,Personal Choice-Empowerment,Self Assertion-Empowerment
705,5,0,You betcha. Thanks!,Not-a-strategy,Self Assertion-Empowerment
706,0,1,"Hi, what can I tell you about this bike? It's really cool and is vintage!",Not-a-strategy,Self Assertion-Empowerment
707,0,0,"Yes, I can see that!  Are all the parts original Schwinn?",Information Inquiry-Contesting,Self Assertion-Empowerment
708,1,1,Yes they are! They're in great condition too.,Not-a-strategy,Self Assertion-Empowerment
709,1,0,No rust?,Source Derogation-Contesting,Self Assertion-Empowerment
710,2,1,No rust at all. It rides really smoothly and I've never had a problem with rusting in the 10 years I've owned the cruiser,Not-a-strategy,Self Assertion-Empowerment
711,2,0,What about the chain.  Has it ever been replaced or is it the original chain,Source Derogation-Contesting,Self Assertion-Empowerment
712,3,1,"No, it's the original!",Not-a-strategy,Self Assertion-Empowerment
713,3,0,I'm asking because we don't have a Schwinn store in the area and I hate to order parts online.,Not-a-strategy,Self Assertion-Empowerment
714,4,1,"The original makes it more vintage and classic, to be honest. Also, apologies-- I actually forgot to tell you the tires are new and they're Kendra, not Schwinn. But you'd want new tires anyways since new tires are what keep the cruiser riding smoothly. You wouldn't want tires from the 60s.",Not-a-strategy,Self Assertion-Empowerment
715,4,0,"Lol It was a good time, but yeah, you're right.  Ok, so what's the rock bottom price you would accept for this beauty?",Hesitance-Hesitance,Self Assertion-Empowerment
716,5,1,I'd be willing to sell for $200.,Hesitance-Hesitance,Self Assertion-Empowerment
717,5,0,Ouch!!  My budget is very tight and I want this bike soooooooo bad.  Would you be willing to accept 190?,Self Pity-Empowement,Self Assertion-Empowerment
718,6,1,Sure. $190 is fine.,Not-a-strategy,Self Assertion-Empowerment
719,6,0,Great!,Not-a-strategy,Self Assertion-Empowerment
720,0,0,"Hello, I am interested in you iPad mini. Is it still available?",Not-a-strategy,Self Assertion-Empowerment
721,0,1,"Yes, it is!",Not-a-strategy,Self Assertion-Empowerment
722,1,0,"Great, is the price negotiable?",Hesitance-Hesitance,Self Assertion-Empowerment
723,1,1,"Somewhat, but this is in amazing condition and it includes the case.",Not-a-strategy,Self Assertion-Empowerment
724,2,0,I actually have a case so I don't need or want the case. You can keep it and sell it separately.,Personal Choice-Empowerment,Self Assertion-Empowerment
725,2,1,"Okay, without the case I would be asking $165.",Personal Choice-Empowerment,Self Assertion-Empowerment
726,3,0,This is a first gen model and only has 32GB. I would like to pay $75.,Hesitance-Hesitance,Self Assertion-Empowerment
727,3,1,There is no way I can do that. I would be happy to take $150.,Hesitance-Hesitance,Self Assertion-Empowerment
728,4,0,I just don't see that it is worth that. How about $100.,Hesitance-Hesitance,Self Assertion-Empowerment
729,4,1,"I would be willing to meet you in the middle, but I cannot take a penny under $125.",Hesitance-Hesitance,Self Assertion-Empowerment
730,5,0,I suppose I could do that if you are willing to deliver the iPad.,Personal Choice-Empowerment,Self Assertion-Empowerment
731,5,1,"okay, I can do that.",Not-a-strategy,Self Assertion-Empowerment
732,0,0,Hi. I am interested in the apartment you have listed. Can you give me a little more information about it?,Information Inquiry-Contesting,Self Assertion-Empowerment
733,0,1,Well its a great place well designed and well lit,Not-a-strategy,Self Assertion-Empowerment
734,1,0,Are there any swimming pools? Any utilities included in the monthly price? How new is the unit?,Information Inquiry-Contesting,Self Assertion-Empowerment
735,1,1,No pools but we have a fitness center and we are close to a lot of entertainment venues. We have a pet spa and a fire pit for get together and of course the maintenance of all these amenities is included in the price,Not-a-strategy,Self Assertion-Empowerment
736,2,0,Is there any utilities included? How new is the unit? These were not answered in your above answer.,Information Inquiry-Contesting,Self Assertion-Empowerment
737,2,1,No utilities and the unit is only in its 5 th year however all appliances are upgrades and so are the fixtures so I can promise a fairly low utility bill in relation to your utility usage,Not-a-strategy,Self Assertion-Empowerment
738,3,0,"The monthly price is a bit steep, are you able to negotiate?",Hesitance-Hesitance,Self Assertion-Empowerment
739,3,1,You know what normally i would say no but im gonna go talk to my manager and see what he say give me a few,Hesitance-Hesitance,Self Assertion-Empowerment
740,4,0,"Okay, thank you so much.",Not-a-strategy,Self Assertion-Empowerment
741,4,1,Oh my God this never happens my. Manager is willing to waive your application fee and take ten dollars off your monthly rent with the first month free meaning you'll only have to pay 936 per month I swear this never happens and I have no idea what's gotten into him.,Not-a-strategy,Self Assertion-Empowerment
