,Turn,Speaker,Text,True,Pred
328,7,1,I am hoping that things will change soon.,Not-a-strategy,Counter Argumentation-Contesting
329,8,1,That is great that they are there helping.,Not-a-strategy,Counter Argumentation-Contesting
330,8,1,Maybe they learned something from the mess in Puerto Rico.,Not-a-strategy,Counter Argumentation-Contesting
331,8,1,The conditions there were really bad but the US gov really dropped the ball on helping.,Not-a-strategy,Counter Argumentation-Contesting
332,9,1,Not really.,Not-a-strategy,Counter Argumentation-Contesting
333,9,1,I truly believe that most charities are so needed in these times when the governments and the corporations aren't being super charitable.,Not-a-strategy,Counter Argumentation-Contesting
334,9,1,I do like to look and see what the overhead is of the charities to see that the CEO”s aren't being overpaid,Not-a-strategy,Counter Argumentation-Contesting
335,0,1,"I don't think so, what do they support?",Hesitance-Hesitance,Counter Argumentation-Contesting
336,1,1,"Oh, yes.",Not-a-strategy,Counter Argumentation-Contesting
337,1,1,I do know save the children.,Not-a-strategy,Counter Argumentation-Contesting
338,1,1,They are a great organization.,Not-a-strategy,Counter Argumentation-Contesting
339,2,1,"I haven't donated to them, which is good apparently.",Not-a-strategy,Counter Argumentation-Contesting
340,2,1,What makes them untrustworthy?,Not-a-strategy,Counter Argumentation-Contesting
341,3,1,"ha, that is much better.",Not-a-strategy,Counter Argumentation-Contesting
342,3,1,I don't have a lot of income to donate to charity :(,Personal Choice-Empowerment,Counter Argumentation-Contesting
343,4,1,I donate to a dog charity also!,Not-a-strategy,Counter Argumentation-Contesting
344,4,1,such sweet creatures.,Not-a-strategy,Counter Argumentation-Contesting
345,4,1,I have a dachsund/pit mix named Tuttle.,Not-a-strategy,Counter Argumentation-Contesting
346,4,1,I can spare a quarter if it helps.,Not-a-strategy,Counter Argumentation-Contesting
347,5,1,Sounds good to me.,Not-a-strategy,Counter Argumentation-Contesting
348,5,1,We could donate our earnings from this hit and still make a nickel for kibble.,Not-a-strategy,Counter Argumentation-Contesting
349,6,1,"Thanks, warmest regards from Alabama",Not-a-strategy,Counter Argumentation-Contesting
350,7,1,I was wondering that.,Not-a-strategy,Counter Argumentation-Contesting
351,7,1,Are you a cubs fan?,Not-a-strategy,Counter Argumentation-Contesting
352,8,1,"I don't really have a team, but I like baseball.",Not-a-strategy,Counter Argumentation-Contesting
353,8,1,What are your dogs names?,Not-a-strategy,Counter Argumentation-Contesting
354,9,1,"Enjoy they walk, I hope it isn't too hot like here.",Not-a-strategy,Counter Argumentation-Contesting
355,9,1,we have to walk early and late.,Not-a-strategy,Counter Argumentation-Contesting
356,9,1,It's really hot here too.,Not-a-strategy,Counter Argumentation-Contesting
357,9,1,Okay I'll put it in my quarter if you put in yours and have an awesome day!,Not-a-strategy,Counter Argumentation-Contesting
358,0,1,Hello,Not-a-strategy,Counter Argumentation-Contesting
359,1,1,I would like to donate,Not-a-strategy,Counter Argumentation-Contesting
360,2,1,Yes before yes,Not-a-strategy,Counter Argumentation-Contesting
361,3,1,6 dollars is good,Not-a-strategy,Counter Argumentation-Contesting
362,4,1,Because I like children,Not-a-strategy,Counter Argumentation-Contesting
363,5,1,30 or more,Not-a-strategy,Counter Argumentation-Contesting
364,6,1,Yes those children need,Not-a-strategy,Counter Argumentation-Contesting
365,7,1,Yes.,Not-a-strategy,Counter Argumentation-Contesting
366,7,1,I do,Not-a-strategy,Counter Argumentation-Contesting
367,8,1,I would be,Not-a-strategy,Counter Argumentation-Contesting
368,9,1,Like.,Not-a-strategy,Counter Argumentation-Contesting
369,9,1,3 dollars,Not-a-strategy,Counter Argumentation-Contesting
370,0,1,hi,Not-a-strategy,Counter Argumentation-Contesting
371,1,1,good how about you?,Not-a-strategy,Counter Argumentation-Contesting
372,2,1,"i have not, can you tell me more?",Hesitance-Hesitance,Counter Argumentation-Contesting
373,3,1,"definitely, have you donated to them?",Not-a-strategy,Counter Argumentation-Contesting
374,4,1,yes i do,Not-a-strategy,Counter Argumentation-Contesting
375,5,1,yes i have.,Not-a-strategy,Counter Argumentation-Contesting
376,5,1,a few times,Not-a-strategy,Counter Argumentation-Contesting
377,6,1,sure would love to,Not-a-strategy,Counter Argumentation-Contesting
378,7,1,let's do 1,Not-a-strategy,Counter Argumentation-Contesting
379,8,1,i do not,Not-a-strategy,Counter Argumentation-Contesting
380,9,1,great you too,Not-a-strategy,Counter Argumentation-Contesting
381,0,1,"No, I don't believe I have.",Not-a-strategy,Counter Argumentation-Contesting
382,0,1,What are their goals?,Hesitance-Hesitance,Counter Argumentation-Contesting
383,1,1,That sounds like an amazing charity.,Not-a-strategy,Counter Argumentation-Contesting
384,1,1,That is something I could really get behind.,Not-a-strategy,Counter Argumentation-Contesting
385,2,1,"Yeah, I donate here and there.",Not-a-strategy,Counter Argumentation-Contesting
386,2,1,If I'm in the right place at the right time or am given an opportunity.,Not-a-strategy,Counter Argumentation-Contesting
387,3,1,Where does the other percentage of donations go?,Hesitance-Hesitance,Counter Argumentation-Contesting
388,3,1,I would possibly be interested!,Not-a-strategy,Counter Argumentation-Contesting
389,4,1,What areas of the world do they cover?,Hesitance-Hesitance,Counter Argumentation-Contesting
390,4,1,"Is it an international charity, or exclusive to the US or another country?",Hesitance-Hesitance,Counter Argumentation-Contesting
391,5,1,What is the average donation amount that most donors contribute at one time?,Hesitance-Hesitance,Counter Argumentation-Contesting
392,6,1,I would be willing to at least donate a portion of my earnings to help this charity.,Not-a-strategy,Counter Argumentation-Contesting
393,7,1,I could do that.,Not-a-strategy,Counter Argumentation-Contesting
394,7,1,30 cents for the children is okay with me!,Not-a-strategy,Counter Argumentation-Contesting
395,8,1,I don't think so.,Not-a-strategy,Counter Argumentation-Contesting
396,8,1,Thank you for taking the time to introduce me to this charity!,Not-a-strategy,Counter Argumentation-Contesting
397,8,1,Do I need to do anything else to make sure I get the money donated?,Not-a-strategy,Counter Argumentation-Contesting
398,9,1,Thank you!,Not-a-strategy,Counter Argumentation-Contesting
399,0,1,Hi!,Not-a-strategy,Counter Argumentation-Contesting
400,1,1,"Yes, I think that would be accurate.",Not-a-strategy,Counter Argumentation-Contesting
401,2,1,"Yes, I do.",Not-a-strategy,Counter Argumentation-Contesting
402,3,1,I would consider it.,Not-a-strategy,Counter Argumentation-Contesting
403,4,1,I would need to know more about the charity first.,Source Derogation-Contesting,Counter Argumentation-Contesting
404,5,1,How many children do they help annually?,Hesitance-Hesitance,Counter Argumentation-Contesting
405,6,1,I'll check out that website later.,Source Derogation-Contesting,Counter Argumentation-Contesting
406,7,1,They sound like they are a legitimate organization.,Not-a-strategy,Counter Argumentation-Contesting
407,8,1,I don't think I'm quite ready to decide yet though.,Source Derogation-Contesting,Counter Argumentation-Contesting
408,9,1,Just need to investigate them a little more.,Source Derogation-Contesting,Counter Argumentation-Contesting
409,0,1,wow that is neat,Not-a-strategy,Counter Argumentation-Contesting
410,1,1,that sounds expensive,Personal Choice-Empowerment,Counter Argumentation-Contesting
411,2,1,how much do you give,Not-a-strategy,Counter Argumentation-Contesting
412,3,1,ok how ill give that much,Not-a-strategy,Counter Argumentation-Contesting
413,4,1,ok great im in,Not-a-strategy,Counter Argumentation-Contesting
414,5,1,about thousand dollars at least,Not-a-strategy,Counter Argumentation-Contesting
415,6,1,ok ill give that,Not-a-strategy,Counter Argumentation-Contesting
416,7,1,oh at least a thousand,Counter Argumentation-Contesting,Counter Argumentation-Contesting
417,8,1,"yes, in fact ill most likely give ten thousand",Counter Argumentation-Contesting,Counter Argumentation-Contesting
418,9,1,oh thats good,Not-a-strategy,Counter Argumentation-Contesting
419,0,1,hello,Not-a-strategy,Counter Argumentation-Contesting
420,1,1,it's going good so far this morning for me.,Not-a-strategy,Counter Argumentation-Contesting
421,1,1,what about you?,Not-a-strategy,Counter Argumentation-Contesting
422,2,1,haha.,Not-a-strategy,Counter Argumentation-Contesting
423,2,1,do you live in the states ?,Not-a-strategy,Counter Argumentation-Contesting
424,3,1,chicago.,Not-a-strategy,Counter Argumentation-Contesting
425,3,1,so what is this about anyway?,Not-a-strategy,Counter Argumentation-Contesting
426,3,1,it says a child's charity.,Not-a-strategy,Counter Argumentation-Contesting
427,3,1,I am lost.,Not-a-strategy,Counter Argumentation-Contesting
428,4,1,it would help to know what childrens charity as well with some information about it.,Hesitance-Hesitance,Counter Argumentation-Contesting
429,4,1,usually thats how you persuade ppl to donate.,Hesitance-Hesitance,Counter Argumentation-Contesting
430,4,1,show a pic of a kid etc.,Hesitance-Hesitance,Counter Argumentation-Contesting
431,5,1,I do not wish to donate.,Self Pity-Empowement,Counter Argumentation-Contesting
432,5,1,I've been given no info about the charity.,Self Assertion-Empowerment,Counter Argumentation-Contesting
433,6,1,"oh ok, who is they?",Hesitance-Hesitance,Counter Argumentation-Contesting
434,6,1,what is the organization ?,Hesitance-Hesitance,Counter Argumentation-Contesting
435,7,1,"no, I do not wish to donate at this time.",Self Pity-Empowement,Counter Argumentation-Contesting
436,7,1,there are other charities I'd like to donate to over this one.,Self Assertion-Empowerment,Counter Argumentation-Contesting
437,7,1,I'm sorry.,Not-a-strategy,Counter Argumentation-Contesting
438,7,1,I don't have a lot to work with either.,Self Assertion-Empowerment,Counter Argumentation-Contesting
439,8,1,I don't have much money for myself either which is why I consider this to be my part time job.,Personal Choice-Empowerment,Counter Argumentation-Contesting
440,8,1,I already work full-time to make ends meet.,Personal Choice-Empowerment,Counter Argumentation-Contesting
441,8,1,I'm sorry,Not-a-strategy,Counter Argumentation-Contesting
442,9,1,that is very sad.,Not-a-strategy,Counter Argumentation-Contesting
443,9,1,I'd like to look into this charity more before I donate as well.,Source Derogation-Contesting,Counter Argumentation-Contesting
444,9,1,I'd like to see how the money is dispersed in the company,Source Derogation-Contesting,Counter Argumentation-Contesting
445,0,1,I would definitely donate because I often donate to charities,Not-a-strategy,Counter Argumentation-Contesting
446,1,1,This is a worthy organization because many children receive some benefits,Not-a-strategy,Counter Argumentation-Contesting
447,2,1,I would donate $10 to this charity,Not-a-strategy,Counter Argumentation-Contesting
448,3,1,ok great-who is the research team?,Not-a-strategy,Counter Argumentation-Contesting
449,4,1,Ok-thanks-I will be waiting to hear from them,Not-a-strategy,Counter Argumentation-Contesting
450,5,1,I have seen information about this organization before,Not-a-strategy,Counter Argumentation-Contesting
451,6,1,"Yes, it is a worthy organization and I do believe that it helps in many substantial ways.",Not-a-strategy,Counter Argumentation-Contesting
452,7,1,The donations to heal and help with health issues is very crucial,Not-a-strategy,Counter Argumentation-Contesting
453,8,1,Yes- the war in Syria had traumatized many children,Not-a-strategy,Counter Argumentation-Contesting
454,9,1,"yes, I think I have told about my donation and now waiting for the conversation to end. Thanks.",Not-a-strategy,Counter Argumentation-Contesting
455,0,1,I'm doing very well.,Not-a-strategy,Counter Argumentation-Contesting
456,0,1,How are you?,Not-a-strategy,Counter Argumentation-Contesting
457,1,1,"Yes, I have!",Not-a-strategy,Counter Argumentation-Contesting
458,1,1,Is it a charity that you are interested in?,Not-a-strategy,Counter Argumentation-Contesting
459,2,1,So do I.,Not-a-strategy,Counter Argumentation-Contesting
460,2,1,Do you regularly donate your time or money to Save the Children?,Not-a-strategy,Counter Argumentation-Contesting
461,3,1,"I haven't yet, but I am thinking about doing so in the future.",Not-a-strategy,Counter Argumentation-Contesting
462,4,1,Thanks for the information.,Not-a-strategy,Counter Argumentation-Contesting
463,4,1,What are your donations used for?,Hesitance-Hesitance,Counter Argumentation-Contesting
464,5,1,Sure.,Not-a-strategy,Counter Argumentation-Contesting
465,5,1,would be happy to donate.,Not-a-strategy,Counter Argumentation-Contesting
466,6,1,I think I will donate about 20 dollars.,Not-a-strategy,Counter Argumentation-Contesting
467,7,1,Thank you!,Not-a-strategy,Counter Argumentation-Contesting
468,7,1,You are pretty awesome yourself!,Not-a-strategy,Counter Argumentation-Contesting
469,8,1,Yes.,Not-a-strategy,Counter Argumentation-Contesting
470,8,1,Every now and then I volunteer within my community.,Not-a-strategy,Counter Argumentation-Contesting
471,9,1,That is amazing!,Not-a-strategy,Counter Argumentation-Contesting
472,9,1,You are really helping our country's children.,Not-a-strategy,Counter Argumentation-Contesting
473,0,1,I have!,Not-a-strategy,Counter Argumentation-Contesting
474,0,1,I think it's a great chairty.,Not-a-strategy,Counter Argumentation-Contesting
475,1,1,"I agree, how frequently do you donate?",Not-a-strategy,Counter Argumentation-Contesting
476,2,1,"Similiar, I only donate when I have the money to spare.",Not-a-strategy,Counter Argumentation-Contesting
477,3,1,"I'm not sure if I want to, but I can give a little.",Source Derogation-Contesting,Counter Argumentation-Contesting
478,4,1,I'll give 5 cents.,Not-a-strategy,Counter Argumentation-Contesting
479,5,1,"Great, I'm glad we're helping a little.",Not-a-strategy,Counter Argumentation-Contesting
480,6,1,"Agreed, which is probably what they want.",Not-a-strategy,Counter Argumentation-Contesting
481,7,1,"oh yeah, absolutely!!",Not-a-strategy,Counter Argumentation-Contesting
482,8,1,"At least you're doing some good, though.",Not-a-strategy,Counter Argumentation-Contesting
483,9,1,Nice talking to you as well.,Not-a-strategy,Counter Argumentation-Contesting
484,0,1,I think I would be willing to donate a portion.,Not-a-strategy,Counter Argumentation-Contesting
485,1,1,"Yes, that was going to be my next question.",Not-a-strategy,Counter Argumentation-Contesting
486,2,1,What types of children's rights?,Hesitance-Hesitance,Counter Argumentation-Contesting
487,3,1,What type of people or who manages this fund?,Hesitance-Hesitance,Counter Argumentation-Contesting
488,4,1,Does Save the Children help children in the United States?,Hesitance-Hesitance,Counter Argumentation-Contesting
489,5,1,That is awesome.,Not-a-strategy,Counter Argumentation-Contesting
490,5,1,I work hard to help children as well.,Not-a-strategy,Counter Argumentation-Contesting
491,6,1,"I am curious why you chose the words ""rural America""?",Not-a-strategy,Counter Argumentation-Contesting
492,7,1,"mmmm that is interesting, I did not know that statistic.",Not-a-strategy,Counter Argumentation-Contesting
493,7,1,"I work with children more in an ""urban"" setting that are incredibly in bad circumstances.",Self Assertion-Empowerment,Counter Argumentation-Contesting
494,8,1,I am interested.,Not-a-strategy,Counter Argumentation-Contesting
495,8,1,I am curious if I can state if money goes to children in this country though?,Not-a-strategy,Counter Argumentation-Contesting
496,9,1,That is awesome then I will donate $1.,Not-a-strategy,Counter Argumentation-Contesting
497,9,1,"I feel very strongly about ""our own children"" !!",Not-a-strategy,Counter Argumentation-Contesting
498,0,1,helping children without parents is the most altruistic thing we can do,Not-a-strategy,Counter Argumentation-Contesting
499,1,1,"in my church we help people no matter their age, but children are special for us",Not-a-strategy,Counter Argumentation-Contesting
500,2,1,"That's right, how do you help children?",Not-a-strategy,Counter Argumentation-Contesting
501,3,1,"in one occasion trip to Latin America and there the situation is very sad, many children live in the street without anyone",Not-a-strategy,Counter Argumentation-Contesting
502,4,1,On what foundation can I sponsor?,Hesitance-Hesitance,Counter Argumentation-Contesting
503,5,1,"This is, URL ??",Hesitance-Hesitance,Counter Argumentation-Contesting
504,6,1,"yes, I will do it",Not-a-strategy,Counter Argumentation-Contesting
505,7,1,What is my payment?,Not-a-strategy,Counter Argumentation-Contesting
506,7,1,I want to donate everything,Not-a-strategy,Counter Argumentation-Contesting
507,8,1,"you make me feel sad :( it hurts me to see the picture of the children, I want to donate everything",Not-a-strategy,Counter Argumentation-Contesting
508,9,1,"That's right, thanks for showing me the page, I will help many children, today I want to sponsor 3",Not-a-strategy,Counter Argumentation-Contesting
509,0,1,"I think, biut not sure.",Not-a-strategy,Counter Argumentation-Contesting
510,0,1,Tell me more.,Not-a-strategy,Counter Argumentation-Contesting
511,1,1,That is such a great cause,Not-a-strategy,Counter Argumentation-Contesting
512,2,1,"Well, I already donae to other charities so I'm not sure.",Self Assertion-Empowerment,Counter Argumentation-Contesting
513,3,1,"Ok, I will do 5 cents of my task money.",Not-a-strategy,Counter Argumentation-Contesting
514,4,1,No problem.,Not-a-strategy,Counter Argumentation-Contesting
515,4,1,"i know it's not much, but wanted to do something.",Not-a-strategy,Counter Argumentation-Contesting
516,5,1,"I hope so, maybe I can do more in the future.",Not-a-strategy,Counter Argumentation-Contesting
517,6,1,I would love to do that.,Not-a-strategy,Counter Argumentation-Contesting
518,6,1,"Then in the future, I can donate more.",Not-a-strategy,Counter Argumentation-Contesting
519,7,1,That would defintely interest me.,Not-a-strategy,Counter Argumentation-Contesting
520,7,1,The thought of that is very exciting.,Not-a-strategy,Counter Argumentation-Contesting
521,8,1,"Man, the site sounds good.",Not-a-strategy,Counter Argumentation-Contesting
522,8,1,I may want to volunteer my time as well instead of just money.,Not-a-strategy,Counter Argumentation-Contesting
523,9,1,"Ok, well thank you for your time and telling me about this wonderful organization.",Not-a-strategy,Counter Argumentation-Contesting
524,0,1,Yes I do.,Not-a-strategy,Counter Argumentation-Contesting
525,0,1,I find it very fulfilling to give back,Not-a-strategy,Counter Argumentation-Contesting
526,1,1,It is very scary to think about.,Not-a-strategy,Counter Argumentation-Contesting
527,1,1,"Not only are they ravaged by the volcano, now a hurricane.",Not-a-strategy,Counter Argumentation-Contesting
528,2,1,I am curious what we can do to help.,Not-a-strategy,Counter Argumentation-Contesting
529,3,1,Do you know anything about how they are helping the children?,Hesitance-Hesitance,Counter Argumentation-Contesting
530,4,1,"That's really awesome, are they more in need of supplies or monetary donations?",Hesitance-Hesitance,Counter Argumentation-Contesting
531,5,1,Do they have a donation tier level?,Hesitance-Hesitance,Counter Argumentation-Contesting
532,5,1,I want to help out as much as I can.,Not-a-strategy,Counter Argumentation-Contesting
533,6,1,Really?,Not-a-strategy,Counter Argumentation-Contesting
534,6,1,What forms of payments are accepted?/,Hesitance-Hesitance,Counter Argumentation-Contesting
535,7,1,That is nice.,Not-a-strategy,Counter Argumentation-Contesting
536,7,1,But I would like to give more than a measly $2.,Not-a-strategy,Counter Argumentation-Contesting
537,7,1,Is there another way to donate?/,Not-a-strategy,Counter Argumentation-Contesting
538,8,1,I would like to keep the payment for this HIT.,Self Pity-Empowement,Counter Argumentation-Contesting
539,8,1,This goes into a different fund.,Self Pity-Empowement,Counter Argumentation-Contesting
540,8,1,But I would like to be able $150 to this charity.,Not-a-strategy,Counter Argumentation-Contesting
541,9,1,I can donate the .30 base payment but I am still very curious on donating outside the HIT.,Not-a-strategy,Counter Argumentation-Contesting
542,0,1,Hello Mike I am Pete,Not-a-strategy,Counter Argumentation-Contesting
543,1,1,My life is awesome and your?,Not-a-strategy,Counter Argumentation-Contesting
544,2,1,What do you do for a living?,Not-a-strategy,Counter Argumentation-Contesting
545,3,1,I have heard about it but I do not know wgat they do,Not-a-strategy,Counter Argumentation-Contesting
546,4,1,Thats an awesome labor,Not-a-strategy,Counter Argumentation-Contesting
547,5,1,I think children need help.,Not-a-strategy,Counter Argumentation-Contesting
548,6,1,I will gladly .,Not-a-strategy,Counter Argumentation-Contesting
549,7,1,You are welcome.,Not-a-strategy,Counter Argumentation-Contesting
550,7,1,Children are the futere,Not-a-strategy,Counter Argumentation-Contesting
551,8,1,I am from USA.,Not-a-strategy,Counter Argumentation-Contesting
552,8,1,What about you?,Not-a-strategy,Counter Argumentation-Contesting
553,9,1,Wow .,Not-a-strategy,Counter Argumentation-Contesting
554,9,1,Does Save the children has the offices there?,Not-a-strategy,Counter Argumentation-Contesting
555,0,1,No I havent.,Not-a-strategy,Counter Argumentation-Contesting
556,0,1,What is it about?,Hesitance-Hesitance,Counter Argumentation-Contesting
557,1,1,No thank you.,Self Pity-Empowement,Counter Argumentation-Contesting
558,2,1,I am already making a difference in many children lives.,Self Assertion-Empowerment,Counter Argumentation-Contesting
559,3,1,I have donated 15 years of my life to charity,Self Assertion-Empowerment,Counter Argumentation-Contesting
560,4,1,No thank you,Self Pity-Empowement,Counter Argumentation-Contesting
561,5,1,No thank you,Self Pity-Empowement,Counter Argumentation-Contesting
562,6,1,Where are those childrens parent?,Not-a-strategy,Counter Argumentation-Contesting
563,7,1,My small change won't do a thing for those kids.,Counter Argumentation-Contesting,Counter Argumentation-Contesting
564,7,1,What they need is to be extracted from those countries so that they can have a better life not 0.25,Not-a-strategy,Counter Argumentation-Contesting
565,8,1,"If it makes you happy, go ahead and take .50",Not-a-strategy,Counter Argumentation-Contesting
566,9,1,No problem have a good night,Not-a-strategy,Counter Argumentation-Contesting
567,0,1,I guess that is true.,Not-a-strategy,Counter Argumentation-Contesting
568,0,1,I have never thought about destiny being determined by where you are born though.,Not-a-strategy,Counter Argumentation-Contesting
569,1,1,That really is terrible to think about.,Not-a-strategy,Counter Argumentation-Contesting
570,1,1,We are pretty lucky to have been born in the United States.,Not-a-strategy,Counter Argumentation-Contesting
571,2,1,I don't really remember much about it but I know the basics,Not-a-strategy,Counter Argumentation-Contesting
572,3,1,Is this a legit charity?,Information Inquiry-Contesting,Counter Argumentation-Contesting
573,3,1,Do you have personal experience?,Not-a-strategy,Counter Argumentation-Contesting
574,4,1,That sounds important.,Not-a-strategy,Counter Argumentation-Contesting
575,4,1,How much of a donation are you looking for?,Not-a-strategy,Counter Argumentation-Contesting
576,5,1,That seems reasonable.,Not-a-strategy,Counter Argumentation-Contesting
577,5,1,Yes I would like to make a donation.,Not-a-strategy,Counter Argumentation-Contesting
578,6,1,I can $1 today,Not-a-strategy,Counter Argumentation-Contesting
579,7,1,No problem!,Not-a-strategy,Counter Argumentation-Contesting
580,7,1,I wish I could do more.,Not-a-strategy,Counter Argumentation-Contesting
581,8,1,That is a good idea.,Not-a-strategy,Counter Argumentation-Contesting
582,8,1,I will also tell others about this charity.,Not-a-strategy,Counter Argumentation-Contesting
583,9,1,Thank you!,Not-a-strategy,Counter Argumentation-Contesting
584,9,1,You too,Not-a-strategy,Counter Argumentation-Contesting
585,0,1,"Yeah, what do you think about St Jude's?",Not-a-strategy,Counter Argumentation-Contesting
586,1,1,That's wonderful!,Not-a-strategy,Counter Argumentation-Contesting
587,1,1,Do you have any specific country in mind?,Not-a-strategy,Counter Argumentation-Contesting
588,2,1,Sure!,Not-a-strategy,Counter Argumentation-Contesting
589,2,1,I'd love to hear more.,Not-a-strategy,Counter Argumentation-Contesting
590,2,1,Go on...,Not-a-strategy,Counter Argumentation-Contesting
591,3,1,Have you ever sponsored a child?,Counter Argumentation-Contesting,Counter Argumentation-Contesting
592,3,1,"If so, how much does it take to take care of a sweet child on average?",Hesitance-Hesitance,Counter Argumentation-Contesting
593,4,1,That's actually quite reasonable!,Not-a-strategy,Counter Argumentation-Contesting
594,4,1,I doesn't cost much.,Not-a-strategy,Counter Argumentation-Contesting
595,4,1,I hope they allow for pen pals as well.,Not-a-strategy,Counter Argumentation-Contesting
596,4,1,Sounds like a blessed organization.,Not-a-strategy,Counter Argumentation-Contesting
597,5,1,I definitely.,Not-a-strategy,Counter Argumentation-Contesting
598,5,1,I recognize it too.,Not-a-strategy,Counter Argumentation-Contesting
599,5,1,They do lots of TV adverts.,Not-a-strategy,Counter Argumentation-Contesting
600,5,1,I believe its a Christian organization.,Not-a-strategy,Counter Argumentation-Contesting
601,6,1,I think maybe $30 when I get my check next Tuesday.,Source Derogation-Contesting,Counter Argumentation-Contesting
602,7,1,"Yes, I might have to wait until my check arrives.",Source Derogation-Contesting,Counter Argumentation-Contesting
603,7,1,It's on my to-do list though.,Source Derogation-Contesting,Counter Argumentation-Contesting
604,7,1,How much are you donating?,Counter Argumentation-Contesting,Counter Argumentation-Contesting
605,8,1,Absolutely!,Not-a-strategy,Counter Argumentation-Contesting
606,8,1,I can't wait for my check to come so I can help out in other countries!,Source Derogation-Contesting,Counter Argumentation-Contesting
607,9,1,I can't donate now because my money is not here yet.,Self Pity-Empowement,Counter Argumentation-Contesting
608,0,1,"Hey, not feeling really good today, stomach ache :(",Not-a-strategy,Counter Argumentation-Contesting
609,0,1,how are you?,Not-a-strategy,Counter Argumentation-Contesting
610,1,1,"no, I need to though!",Not-a-strategy,Counter Argumentation-Contesting
611,2,1,Sure i would love to,Not-a-strategy,Counter Argumentation-Contesting
612,3,1,It makes me very sad!,Not-a-strategy,Counter Argumentation-Contesting
613,3,1,I was born in USSR and we had very limited resources.,Personal Choice-Empowerment,Counter Argumentation-Contesting
614,3,1,I was growing up in poverty so i know how it feels,Personal Choice-Empowerment,Counter Argumentation-Contesting
615,4,1,Much better.,Not-a-strategy,Counter Argumentation-Contesting
616,4,1,I moved to the US and things are much better now,Not-a-strategy,Counter Argumentation-Contesting
617,5,1,"No, i haven't actually.",Not-a-strategy,Counter Argumentation-Contesting
618,5,1,Would you mind telling me about it?,Not-a-strategy,Counter Argumentation-Contesting
619,6,1,"okay, that sounds good.",Not-a-strategy,Counter Argumentation-Contesting
620,6,1,are they legit?,Information Inquiry-Contesting,Counter Argumentation-Contesting
621,7,1,They are?,Not-a-strategy,Counter Argumentation-Contesting
622,7,1,Nice!,Not-a-strategy,Counter Argumentation-Contesting
623,7,1,I don't know yet.,Not-a-strategy,Counter Argumentation-Contesting
624,7,1,Maybe you could tell me more about this charity,Not-a-strategy,Counter Argumentation-Contesting
625,8,1,I will definitely check it out,Source Derogation-Contesting,Counter Argumentation-Contesting
626,9,1,I think it's great and I love that they help kids to reunite with their families.,Not-a-strategy,Counter Argumentation-Contesting
627,9,1,just not sure i'm willing to donate 0.50 cents,Self Pity-Empowement,Counter Argumentation-Contesting
628,0,1,They definitely do.,Not-a-strategy,Counter Argumentation-Contesting
629,0,1,Do you participate in any local children's charities?,Not-a-strategy,Counter Argumentation-Contesting
630,1,1,Right.,Not-a-strategy,Counter Argumentation-Contesting
631,1,1,I used to tutor kids in my spare time in college.,Not-a-strategy,Counter Argumentation-Contesting
632,1,1,I also tutored kids at a battered woman's shelter.,Not-a-strategy,Counter Argumentation-Contesting
633,1,1,I have a bunch of baby clothes inwant to donate as well.,Not-a-strategy,Counter Argumentation-Contesting
634,1,1,Helping children abroad is on my bucket list.,Not-a-strategy,Counter Argumentation-Contesting
635,2,1,I saw a disheartening bstory on the news about some children that were injured due to that very violence.,Not-a-strategy,Counter Argumentation-Contesting
636,2,1,What do you think is the best solution or way to help for the average person like you or Me to render aid?,Not-a-strategy,Counter Argumentation-Contesting
637,3,1,So you think monetary donations are the best course of action?,Not-a-strategy,Counter Argumentation-Contesting
638,3,1,"When iIsaid helping children around the world was on my bucket list (and iIshould not have ised that term, nor did I mean it lightly, I meant physically donating time and skills.",Not-a-strategy,Counter Argumentation-Contesting
639,4,1,St Jude's is another great organisation.,Not-a-strategy,Counter Argumentation-Contesting
640,5,1,I'm aware of how to donate and how easy it is.,Not-a-strategy,Counter Argumentation-Contesting
641,5,1,You seem partial to save the children.,Not-a-strategy,Counter Argumentation-Contesting
642,5,1,Do you have any personal connection with that charity?,Not-a-strategy,Counter Argumentation-Contesting
643,6,1,I used to manage a store and we often picked childrens charities to give to.,Not-a-strategy,Counter Argumentation-Contesting
644,6,1,It always bothered me when folks would say '' need y'all to donate to me' and then decline to donate.,Not-a-strategy,Counter Argumentation-Contesting
645,6,1,"I think people fail to realize that without healthy, cared for, nurtured children, our future as a humanity becomes jeapodized.",Not-a-strategy,Counter Argumentation-Contesting
646,7,1,I would be willing to donate the money from this task for sure.,Not-a-strategy,Counter Argumentation-Contesting
647,8,1,I woiwo be willing to donate $2,Not-a-strategy,Counter Argumentation-Contesting
648,9,1,Awesome.,Not-a-strategy,Counter Argumentation-Contesting
649,9,1,Glad to know it will go to a child in need.,Not-a-strategy,Counter Argumentation-Contesting
650,0,1,I am fine how are you?,Not-a-strategy,Counter Argumentation-Contesting
651,1,1,well I have to go to work in a little while here how about you?,Not-a-strategy,Counter Argumentation-Contesting
652,2,1,"I work in an office setting as well, I guess we are to talk about childrens charity's.",Not-a-strategy,Counter Argumentation-Contesting
653,2,1,Do you donate to any on a regular base?,Counter Argumentation-Contesting,Counter Argumentation-Contesting
654,3,1,"I usually like to donate to more local charities, this way it seems safer to actually go where it is needed and it is for poor homeless kids around my own area",Self Assertion-Empowerment,Counter Argumentation-Contesting
