,Turn,Speaker,Text,True,Pred,Don_true,Don_pred
475,4,0,I can give you 170 for it and pick it up today,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.41991308331489563
476,4,1,Make the deal and it is yours today.,Not-a-strategy,Not-a-strategy,0,0.3938034772872925
477,5,0,great,Not-a-strategy,Not-a-strategy,0,0.6883515119552612
478,0,1,You can't rush this. 1200 is too low,Hesitance-Hesitance,Hesitance-Hesitance,0,0.7282381057739258
479,0,0,Unfortunately I have to pay for all utilities and get rid of a beloved pet due to restrictions.,Self Pity-Empowement,Counter Argumentation-Contesting,0,0.6209443807601929
480,1,1,That is unfortunate but this is a pretty awesome home. Because of the utilities I can lower the price to 1400.,Personal Choice-Empowerment,Counter Argumentation-Contesting,0,0.8329452276229858
481,1,0,Is there even a yard or lawn?,Source Derogation-Contesting,Information Inquiry-Contesting,0,0.4583832621574402
482,2,1,There is a small backyard for each unit. It's gated,Not-a-strategy,Not-a-strategy,0,0.4674745202064514
483,2,0,Sewer and trash fees are very high at the moment,Source Derogation-Contesting,Counter Argumentation-Contesting,0,0.5579373836517334
484,3,1,Okay how about this....half off the security deposit and 1350.,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.4805067479610443
485,3,0,This places comes completely unfurnished?,Information Inquiry-Contesting,Not-a-strategy,0,0.3938731551170349
486,4,1,Yes. It's unfurnished. You can decorate it anyway you like,Not-a-strategy,Not-a-strategy,0,0.3579115569591522
487,4,0,"I really appreciate the half off security deposit, thats very generous. Can we work somewhere around 1275?",Hesitance-Hesitance,Hesitance-Hesitance,0,0.3650166988372803
488,5,1,How about a flat 1300 which includes all the utilities and you only pay half (650) for the security deposit?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.4505235552787781
489,5,0,"If you're willing to include utilities into that fee, I say a flat 1300 sounds good on my end.",Not-a-strategy,Personal Choice-Empowerment,0,0.5537511110305786
490,6,1,Great. we have a deal then.,Not-a-strategy,Not-a-strategy,0,0.7988650798797607
491,0,1,320,Self Assertion-Empowerment,Hesitance-Hesitance,0,0.6486135125160217
492,0,0,"This is a great phone, I can give you $200.00 for it.",Hesitance-Hesitance,Hesitance-Hesitance,0,0.4422092139720917
493,1,1,320,Self Assertion-Empowerment,Hesitance-Hesitance,0,0.7545914649963379
494,1,1,280,Self Assertion-Empowerment,Hesitance-Hesitance,0,0.8073663115501404
495,2,1,280,Self Assertion-Empowerment,Hesitance-Hesitance,0,0.8216036558151245
496,2,0,2 60 please,Hesitance-Hesitance,Hesitance-Hesitance,0,0.8237544894218445
497,3,1,How about 275?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.7975102663040161
498,3,0,ok 275,Not-a-strategy,Hesitance-Hesitance,0,0.8538874983787537
499,4,1,Perfect.,Not-a-strategy,Not-a-strategy,0,0.8561124801635742
500,4,1,How about 275?,Not-a-strategy,Hesitance-Hesitance,0,0.6390575170516968
501,5,1,Perfect.,Not-a-strategy,Not-a-strategy,0,0.8255672454833984
502,0,1,hi there,Not-a-strategy,Not-a-strategy,1,0.28706660866737366
503,0,0,I'm moving to the bay area is West Oakland a good neighborhood?,Not-a-strategy,Information Inquiry-Contesting,1,0.32917264103889465
504,1,0,"Hi, I'm moving to the bay area is West Oakland a good neighborhood?",Information Inquiry-Contesting,Not-a-strategy,1,0.3385363817214966
505,1,1,Where are you moving from?,Not-a-strategy,Not-a-strategy,1,0.4334685504436493
506,2,0,Vegas,Not-a-strategy,Not-a-strategy,1,0.45991647243499756
507,2,1,oh yea. You will live this place a lot more than Vegas. Nice weather. Nice views,Not-a-strategy,Not-a-strategy,1,0.4021608531475067
508,3,0,Is there off street parking?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.35506805777549744
509,3,1,"Absolutely. As you can imagine West Oakland parkings are always packed, but all around this apartment there always seems to be spots open",Not-a-strategy,Not-a-strategy,1,0.3482803404331207
510,4,0,So is the parkingon the street or is there a garage or parking lot? Where do you usually park?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.34282830357551575
511,4,1,I usually park right in front of the apartment. It's pretty easy to get in and out. You'll love it,Not-a-strategy,Not-a-strategy,1,0.3488507568836212
512,5,0,Would you accept $1077?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.35688191652297974
513,5,1,That's a bit out of the range i'm looking for. i might be willing to come down to $1650 with first months utilities paid for,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.34476879239082336
514,6,0,deal,Not-a-strategy,Not-a-strategy,1,0.3493502736091614
515,0,0,Hello. I am interested in buying the sofa and the chair,Not-a-strategy,Not-a-strategy,1,0.2723124325275421
516,0,1,$100 and it's yours.  it's a great deal to receive both items for that price.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.32579442858695984
517,1,0,"That's too much and I can't afford that, but before we get down to the price as mentioned in the listing the sofa was from Costco. Would you happen to have any warranty with it?",Self Pity-Empowement,Personal Choice-Empowerment,1,0.6726921200752258
518,1,1,"no, there's no warranty",Not-a-strategy,Not-a-strategy,1,0.5239110589027405
519,2,0,"Okay good to know that, and is the sofa black or brown?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.3832751512527466
520,2,1,it's dark brown.  $100 and you can have it,Hesitance-Hesitance,Not-a-strategy,1,0.5174975991249084
521,3,0,That's too much. I can give $76 for both since it has no warranty as well and its not new.,Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.818663477897644
522,3,1,no one needs a warranty for a sofa.  it works just great.  it's very comfortable.  $100 is a great price.  you get the chair too.,Hesitance-Hesitance,Personal Choice-Empowerment,1,0.5196182727813721
523,4,0,Warranty is important for any wearing or tearing down. I can't do 100 its too much. You need to go lower a bit,Hesitance-Hesitance,Counter Argumentation-Contesting,1,0.38620245456695557
524,4,1,$95.00,Self Assertion-Empowerment,Hesitance-Hesitance,1,0.6858512759208679
525,5,0,Okay as far as you deliver it to me as I live very far from where you are please,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.6639623045921326
526,5,1,ok.  95,Not-a-strategy,Not-a-strategy,1,0.8394017219543457
527,0,1,Hello! Are you interested in the leather sofa?,Not-a-strategy,Not-a-strategy,1,0.28063470125198364
528,0,0,"Yes, I might be. Are there any problems with the sofa?",Source Derogation-Contesting,Source Derogation-Contesting,1,0.5440849661827087
529,1,1,Absolutely none! I've only owned it for one year and it is in absolutely pristine condition.,Not-a-strategy,Not-a-strategy,1,0.38823840022087097
530,1,0,"Well, if it's in such great condition, why are you getting rid of it?",Source Derogation-Contesting,Source Derogation-Contesting,1,0.5706252455711365
531,2,1,"You see, I just got a new kitten for my daughter. They are absolutely inseparable! But this sofa is a (hard to come by) light grey Italian leather and the kitten unfortunately sheds a LOT. I just don't like how it looks in the living room anymore and it is difficult to keep hair-free. Not to worry, I'm having it professionally cleaned to remove all pet dander!",Not-a-strategy,Not-a-strategy,1,0.3945106267929077
532,2,0,"Well, if this kitten is such a burden, I'd be glad to take it off your hands for $225.",Hesitance-Hesitance,Hesitance-Hesitance,1,0.35495081543922424
533,3,1,"Since it is being cleaned and it is a very high quality leather, much less in a rare shade of grey, I would be willing to take 325 for it.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.34412339329719543
534,3,0,"Well, now I'm interested in this kitten too. I'll tell you what, if you throw in the kitten, I'll take the sofa a $375.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.365801066160202
535,4,1,"Oh no no, I cannot part with the kitten. She is family. But she did come from a litter that still has kittens available from. She is a high quality breed. I can give you the contact info. The owner is a dear friend of mine and I can get her to give you an excellent deal on the kitten. I can take 300 for the sofa",Hesitance-Hesitance,Not-a-strategy,1,0.3478859066963196
536,4,0,"Okay, I'll take the sofa for $300.",Not-a-strategy,Hesitance-Hesitance,1,0.5607114434242249
537,0,1,how are you?,Not-a-strategy,Not-a-strategy,1,0.2758035659790039
538,0,0,Good thank you. I would like to buy your truck.,Not-a-strategy,Not-a-strategy,1,0.7597009539604187
539,1,1,"Sounds good, make me an offer",Not-a-strategy,Not-a-strategy,1,0.55199134349823
540,1,0,Would you take $2000 for it?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3964179456233978
541,2,1,"I'm sorry, I can't go that low.  Can you come up a bit?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.3592887222766876
542,2,0,What about $2500?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.5130544304847717
543,3,1,I was hoping to get at least $3200 for it.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.7195135951042175
544,3,0,I can go up to $3000 and that would be my final offer.,Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.8312833905220032
545,4,1,"I can do $3000, that seems fair.",Not-a-strategy,Not-a-strategy,1,0.818622887134552
546,4,0,"Ok, $3000 it is.",Not-a-strategy,Not-a-strategy,1,0.8524202704429626
547,0,1,hello!,Not-a-strategy,Not-a-strategy,0,0.2903672158718109
548,0,0,Hi! I'm interested in perhaps getting this bike for my son. What size is this bike?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.7825424671173096
549,1,1,"It's pretty small, good for maybe a 5-6 year old kid or someone just learning to ride, hence the training wheels",Not-a-strategy,Not-a-strategy,0,0.4560587704181671
550,1,0,"My son is 5, so that would be good. Have you had any trouble with the brakes? The ad said they're only two years old.",Source Derogation-Contesting,Source Derogation-Contesting,0,0.37025150656700134
551,2,1,"no, he out grew it quickly, the brakes are like new",Not-a-strategy,Not-a-strategy,0,0.34803178906440735
552,2,0,Are the tires in good condition?,Information Inquiry-Contesting,Source Derogation-Contesting,0,0.406593918800354
553,3,1,"very, he grew so quick, he barely used this thing",Not-a-strategy,Not-a-strategy,0,0.35634613037109375
554,3,0,Could you take $15? I can come pick it up right away.,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.34690630435943604
555,4,1,"sure, we want to gone, come and get it!",Not-a-strategy,Not-a-strategy,0,0.3516528904438019
556,4,0,Okay!,Not-a-strategy,Not-a-strategy,0,0.3907833993434906
557,0,0,What gas milage do you get?,Information Inquiry-Contesting,Not-a-strategy,1,0.26898324489593506
558,0,1,About 30,Not-a-strategy,Not-a-strategy,1,0.3361390233039856
559,1,0,"Pretty good, how are the tires?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.6233423948287964
560,1,1,I replaced the tires at the start of this year in February.,Not-a-strategy,Not-a-strategy,1,0.4094362258911133
561,2,0,Are there any dents or nicks on the body?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.6403898596763611
562,2,1,No dents or knicks. It's in pretty good condition...Theres 126k miles on it,Not-a-strategy,Not-a-strategy,1,0.41174885630607605
563,3,0,"It is a little too high for my budget, would you consider $3800?",Self Pity-Empowement,Self Pity-Empowement,1,0.7886737585067749
564,3,1,Can we meet more in the middle? 4550?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.518889844417572
565,4,0,Would 4400 work?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.6635891199111938
566,4,1,Yeah that would work.  I have the title and everything ready to go.,Not-a-strategy,Not-a-strategy,1,0.738094687461853
567,5,0,"Great can I come by later thi safternoon, I will have the cash?",Not-a-strategy,Not-a-strategy,1,0.8379829525947571
568,5,1,"Sure, we can meet this afternoon. See you soon",Not-a-strategy,Not-a-strategy,1,0.804377555847168
569,0,1,hello,Not-a-strategy,Not-a-strategy,1,0.32150790095329285
570,0,0,hi,Not-a-strategy,Not-a-strategy,1,0.4727972447872162
571,1,1,Are you interesting in touring the apartment I'm listing?,Not-a-strategy,Not-a-strategy,1,0.377472460269928
572,1,0,yes i like the fact that it has a intercom security control and swimming pool,Not-a-strategy,Not-a-strategy,1,0.3638823330402374
573,2,1,"Those have been really nice features including for the apartment. The swimming pool is open year round, with two guests allowed access with the apartment owner. The security control intercom has allowed me to easily let in my guests but what's also great about the apartment is there is a doorman present.",Not-a-strategy,Not-a-strategy,1,0.3607425093650818
574,2,0,Cool so i'm on a bit of a buget i was wanting to know if i could get the very nice place for $1500,Self Pity-Empowement,Hesitance-Hesitance,1,0.3455832302570343
575,3,1,That is quite a bit lower than asking price. I can't go lower than $1850. The apartment has a lot of amenities included and is a very desired location.,Self Assertion-Empowerment,Counter Argumentation-Contesting,1,0.34216296672821045
576,3,0,"i really need to talk to my wife about this the place looks wonderful, woud you be willing to go for $1650",Hesitance-Hesitance,Hesitance-Hesitance,1,0.706490159034729
577,4,1,I can do $1750 but that is the absolute lowest I can go. Do we have a deal?,Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.7062885761260986
578,4,0,ok my wife says ok make the deal today,Not-a-strategy,Not-a-strategy,1,0.8195580840110779
579,5,1,great!,Not-a-strategy,Not-a-strategy,1,0.7950751185417175
580,5,0,thanks,Not-a-strategy,Not-a-strategy,1,0.8030714988708496
581,0,1,hi,Not-a-strategy,Not-a-strategy,1,0.3373410105705261
582,0,0,"Good Morning, can you tell me a little more about this house please.",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.7476785182952881
583,1,1,It's a two story 3 bedroom and 2 bath. Citrus trees in the back yard and very close to great schools.,Not-a-strategy,Not-a-strategy,1,0.44085484743118286
584,1,0,Does it have a garage or just a driveway?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.7667022943496704
585,2,1,Two car garage. Also has a yard with gardener and patio. Central heat and AC and other basic appliances included. I'm asking $3500.,Not-a-strategy,Not-a-strategy,1,0.44542208313941956
586,2,0,ohh the Gardener comes with the house? like on a contract?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.7675182223320007
587,3,1,Yes. That will be included in the price! We can allow pets if needed too.,Not-a-strategy,Not-a-strategy,1,0.449150949716568
588,3,0,I have a very large dog would that be a problem?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.7681828737258911
589,4,1,Nope. Just need an extra $100 deposit. So we got a deal?,Not-a-strategy,Not-a-strategy,1,0.4579111933708191
590,4,0,any chance we could do $3000?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3721126317977905
591,5,1,Lowest I can really go is $3200,Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.7541817426681519
592,5,0,Deal..,Not-a-strategy,Not-a-strategy,1,0.8313978314399719
593,0,0,"Hello, I am interested in buying this property.",Not-a-strategy,Not-a-strategy,0,0.33285725116729736
594,0,1,HELLO ! HOW MAY I HELP? dO YOU HAVE A PRICE YOU WOULD LIKE TO OFFER?,Not-a-strategy,Not-a-strategy,0,0.3655072748661041
595,1,0,How many beds are available?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3466401994228363
596,1,1,WE HAVE ON EOR TWO BEDROOMS AVAILABLE,Not-a-strategy,Not-a-strategy,0,0.3423795998096466
597,2,0,"Ok, so would it be good for a small family?",Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.7808226346969604
598,2,1,YES A TWO BEDROOM WOULD BE PERFECT,Not-a-strategy,Not-a-strategy,0,0.511126697063446
599,3,0,"That sounds great, and would my dog enjoy living there?",Information Inquiry-Contesting,Not-a-strategy,0,0.7749822735786438
600,3,1,YES CATS AND DOGS ARE WELCOME,Not-a-strategy,Not-a-strategy,0,0.44414272904396057
601,4,0,"That's good. The price is a little above my budget, how does $1513 sound?",Self Pity-Empowement,Self Pity-Empowement,0,0.36465761065483093
602,4,1,1513 IS PERFECT !!,Not-a-strategy,Not-a-strategy,0,0.3545818030834198
603,0,0,hi,Not-a-strategy,Not-a-strategy,0,0.3343315124511719
604,0,1,"Hello , there!",Not-a-strategy,Not-a-strategy,0,0.35340774059295654
605,1,0,hi this is a nice bed all i have is $133,Self Pity-Empowement,Not-a-strategy,0,0.5030137896537781
606,1,1,That's fine!,Not-a-strategy,Not-a-strategy,0,0.3903290927410126
607,2,0,ok when can i pick it up,Not-a-strategy,Not-a-strategy,0,0.36893007159233093
608,2,1,"You can stop by anytime today. I can hold it for you till Tuesday of next week, at the latest.",Not-a-strategy,Not-a-strategy,0,0.34815195202827454
609,3,0,ok since you agreed to $140 i will throw in 7 dollars if you bring it,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.359165757894516
610,3,1,How many miles away are you?,Not-a-strategy,Not-a-strategy,0,0.6707097291946411
611,4,0,10,Not-a-strategy,Not-a-strategy,0,0.5519099831581116
612,4,1,I'm willing to load it in my SUV and drive 10 miles for an additional $10 - how's that?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.4072782099246979
613,5,0,no 7 you all ready agreed to the $140,Hesitance-Hesitance,Not-a-strategy,0,0.7901337146759033
614,5,1,"Aww, I understand. But, the $140 final/lowest price doesn't include delivery.",Self Assertion-Empowerment,Self Assertion-Empowerment,0,0.46580222249031067
615,6,0,ok,Not-a-strategy,Not-a-strategy,0,0.3811973035335541
616,6,1,Deal?,Not-a-strategy,Not-a-strategy,0,0.7795596122741699
617,0,1,"Hey, you're interested in this vintage desk?",Not-a-strategy,Not-a-strategy,0,0.2727442979812622
618,0,0,Yes I am. Is it new or used?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.6566218137741089
619,1,1,We didn't use it much before my daughter went off to college. She had her computer on it so it's pretty peerless,Not-a-strategy,Not-a-strategy,0,0.41727375984191895
620,1,0,"Okay. How about the drawers? Do they open and close easily or do you need that ""extra push"" to deal with it?",Source Derogation-Contesting,Information Inquiry-Contesting,0,0.6884333491325378
621,2,1,"Oh she didn't use the drawers at all, so I'm confident that you could slide them in and out nicely",Not-a-strategy,Not-a-strategy,0,0.42501088976860046
622,2,0,Great. The price is way too high for me. can we negotiate on that?,Hesitance-Hesitance,Self Pity-Empowement,0,0.3601745069026947
623,3,1,"Yeah, what's your budget? I can't really go lower than 45 because of the chair that's included",Self Assertion-Empowerment,Not-a-strategy,0,0.3467784523963928
624,3,0,"Well what if I don't want the chair, can you just give me the table for #36?",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.39205294847488403
625,4,1,"Oh, you don't want the chair? Okay, give me 40 and you have a deal",Hesitance-Hesitance,Self Assertion-Empowerment,0,0.6829981803894043
626,4,0,Okay deal,Not-a-strategy,Not-a-strategy,0,0.7813297510147095
627,0,1,hello,Not-a-strategy,Not-a-strategy,0,0.32246291637420654
628,0,0,"Hey there, I am interested in your bike.",Not-a-strategy,Not-a-strategy,0,0.39651358127593994
629,1,1,yeah this is a nice bike i have to many and decided to sell this one i can't sell it to cheaper than the listed price so if you make an offer don't go to far away from that price,Not-a-strategy,Counter Argumentation-Contesting,0,0.7873068451881409
630,1,0,Right now i am just looking for a present for my brother's birthday. My budget is around $2500...Do you do 2500? I have saw another bike ad they only sell it for 2300 for almost same condition.,Source Derogation-Contesting,Counter Argumentation-Contesting,0,0.8454773426055908
631,2,1,i would'nt be interested,Not-a-strategy,Hesitance-Hesitance,0,0.4668140709400177
632,2,0,what would be your lowest price?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.4075239300727844
633,3,1,go to wall mart then,Not-a-strategy,Hesitance-Hesitance,0,0.393290638923645
634,3,0,how much would you go down to?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.4135799705982208
635,4,1,"$3,500.00",Hesitance-Hesitance,Hesitance-Hesitance,0,0.3947366178035736
636,4,0,I can go pick up myself - no need any shipping cost. Can you do 2900?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.41393065452575684
637,5,1,i would'nt be interested $3500 are no deal and that includes you picking it up,Self Assertion-Empowerment,Self Assertion-Empowerment,0,0.6038015484809875
638,5,0,3500 is way over my budget. I think i will pass. My absolute lowest is 3000,Self Pity-Empowement,Self Assertion-Empowerment,0,0.4653867781162262
639,6,1,finale deal is 3500 take it or leave bub,Self Assertion-Empowerment,Self Assertion-Empowerment,0,0.6823427677154541
640,0,1,Hi there.,Not-a-strategy,Not-a-strategy,0,0.2893303334712982
641,0,0,how we doing today,Not-a-strategy,Not-a-strategy,0,0.35315513610839844
642,1,1,Good thanks. How can I help you?,Not-a-strategy,Not-a-strategy,0,0.3549690544605255
643,1,0,"i am really intereted in your bike, however, I do have some financial problems at the moment",Self Pity-Empowement,Self Pity-Empowement,0,0.36303073167800903
644,2,1,I am willing to negotiate but I can't go lower than what I have to. This bike is the best thing that I have had and its quality is just too amazing!,Self Assertion-Empowerment,Not-a-strategy,0,0.3648969829082489
645,2,0,ok so how about 600 and everyone goes home happy,Hesitance-Hesitance,Hesitance-Hesitance,0,0.44048187136650085
646,3,1,that's too low for what you're getting in return. I can do $800,Hesitance-Hesitance,Hesitance-Hesitance,0,0.39700794219970703
647,3,0,"how about 700 hundred and I ll stop by and pick it up ASAP, come on",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3728066384792328
648,4,1,Okay if you are insisting that much then I will take the 700 but you need to come by latest tomorrow.,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3661904036998749
649,4,0,"sounds great to me, I will see you then, so let finalize ok",Not-a-strategy,Not-a-strategy,0,0.4351898431777954
650,5,1,Sure!,Not-a-strategy,Not-a-strategy,0,0.5782971978187561
651,0,1,Hi,Not-a-strategy,Not-a-strategy,1,0.3326321840286255
652,0,0,Hi there.,Not-a-strategy,Not-a-strategy,1,0.35897064208984375
653,1,1,Are you looking to buy?,Not-a-strategy,Not-a-strategy,1,0.36483848094940186
654,1,0,I am interested in getting this pioneer stereo. It looks like old school. Does it work well?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.37696465849876404
655,2,1,"It is in great condition, has a very high quality performance sound.",Not-a-strategy,Not-a-strategy,1,0.3503313660621643
656,2,0,Is the sound crisp?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.37356358766555786
657,3,1,very and clear.,Not-a-strategy,Not-a-strategy,1,0.35453417897224426
658,3,0,How old have you had it for?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.37454769015312195
659,4,1,I have it two years. But still under warranty that would be transferred to you.,Not-a-strategy,Not-a-strategy,1,0.3485834300518036
660,4,0,Okay that would be great. Although the amount is too much for me. Can we do $120?,Hesitance-Hesitance,Self Pity-Empowement,1,0.7438462376594543
661,5,1,"I am wanting to make a deal, but feel closer to $175 is fair.",Hesitance-Hesitance,Hesitance-Hesitance,1,0.44860583543777466
662,5,0,I could do $175 if you can deliver it to me please?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.39683160185813904
663,6,1,"yes I could deliver , no problem.",Not-a-strategy,Not-a-strategy,1,0.752930760383606
664,0,1,Hi.,Not-a-strategy,Not-a-strategy,1,0.3343315124511719
665,0,0,Hi I'm very interested in this. I see it has high speed internet is that included in the price?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.3411037027835846
666,1,1,"Yes, it is included.  among other perks like our 24 hour gym.",Not-a-strategy,Not-a-strategy,1,0.7863154411315918
667,1,0,Can I bring my dog with me?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.8517090082168579
668,2,1,Pets are welcome!,Not-a-strategy,Not-a-strategy,1,0.7065284252166748
669,2,0,Awesome! Could the price be lowered a bit?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.458967000246048
670,3,1,yes a little,Not-a-strategy,Not-a-strategy,1,0.3781723380088806
671,3,0,Like 1700?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.5428318381309509
672,4,1,I think if you could do 1750.. we could make a deal.,Hesitance-Hesitance,Personal Choice-Empowerment,1,0.3893894553184509
673,4,0,I'll take it.,Not-a-strategy,Not-a-strategy,1,0.6548042297363281
674,0,0,I was looking at the BMW you have listed and found myself interested,Not-a-strategy,Not-a-strategy,1,0.7309420704841614
675,0,1,"Great, do you have any questions about it?",Not-a-strategy,Not-a-strategy,1,0.4349380135536194
676,1,0,"I was wondering about the mileage being so high, maybe we could cut down the price to about 4200, being that im going to have to replace the engine and possibly the transmission soon",Source Derogation-Contesting,Counter Argumentation-Contesting,1,0.8075774908065796
677,1,1,"Well, the mileage is high because I have to travel a lot for business, and this was the car I drove all around the southwest. I'd be willing to let it go for $6000.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.8589970469474792
678,2,0,I like how the interior has been redone and the tow package is installed along with the other work done in the past year. Ill probably go 5200 at the highest. Maybe throw in free shipping to my current location?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.4703212380409241
679,2,1,"I could have it delivered to you next week, for $5500.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.45962169766426086
680,3,0,"Alright, I 'm feelign a little better now, does the car include a warranty of any kind?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.8113841414451599
681,3,1,"Well, it did, in 2008. It's been out of warranty for a few years now.",Not-a-strategy,Not-a-strategy,1,0.4958933889865875
682,4,0,"With a clean title and everything listed, I think I could settle at 5500 on a payment plan over a year. If we could make it 5300, I could pay straight cash.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.38474103808403015
683,4,1,"Okay, 5300 is fine.",Not-a-strategy,Not-a-strategy,1,0.7489261031150818
684,5,0,Thank you so much!,Not-a-strategy,Not-a-strategy,1,0.7056021690368652
685,0,0,Hi. How many miles are on this car?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.3036114573478699
686,0,1,65000 original miles. It has been well maintained and I have all the records.,Not-a-strategy,Not-a-strategy,1,0.33571258187294006
687,1,0,"Great! Last week I saw a similar vehicle with 70000 miles for 14,500. So 20000 is too high for me. Would you be willing to take $15200?",Hesitance-Hesitance,Counter Argumentation-Contesting,1,0.682357668876648
688,1,1,"It comes with an extra transmission, radiator, fuel pump and I will warranty it for 10000 miles or 18 months whichever comes first.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.45515358448028564
689,2,0,"Ok. Are you willing to take $15500? I can have a buddy come with me to pick it up, so you don't have to worry about moving it anywhere.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.4277896583080292
690,2,1,I can't go that low. I could do 19000 but no extra transmission at that price.,Hesitance-Hesitance,Self Assertion-Empowerment,1,0.4007432162761688
691,3,0,"Ok. Since you want 19000 and I want 15500, let's meet in the middle and settle on 17250, with no extra transmission. That way we both get what we want. How does that sound?",Hesitance-Hesitance,Not-a-strategy,1,0.36993154883384705
692,3,1,I'll go 17250 with no warranty and no extra transmission.,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.37599292397499084
693,4,0,How about 18000 and include the warranty?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.6901800632476807
694,4,1,Ok I'll do that.,Not-a-strategy,Not-a-strategy,1,0.8219813108444214
695,0,0,I love the look of your chair! I have a couple of questions: What time period is the frame from? When was it reupholstered? Why are you getting rid of it?,Source Derogation-Contesting,Information Inquiry-Contesting,1,0.2974385619163513
696,0,1,"It's not too old maybe about 50 years or so, but it is hand made in the old european tradition. everything on it is original, sturdy well made no creaking. i'",Not-a-strategy,Not-a-strategy,1,0.3332871198654175
697,1,0,What is the material on the back and cushion made of?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.5519901514053345
698,1,1,"chat misbehaved. sorry about that. i'm selling it because i don't need it anymore. and need some quick cash. as for the materials for the back and cushion, i don't really know, i think it might be double weaved cotton? Not sure.",Not-a-strategy,Not-a-strategy,1,0.3915577530860901
699,2,0,"In looking at comps, and this being not as old as it appears, would you be willing to negotiate on the price? I am thinking $175. I will pick up and load myself",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.5663527250289917
700,2,1,Sure but I can't go that low. The lowest I can go is about 300. I can deliver it for you,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.4272273778915405
701,3,0,How about 250 if I come pick up?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.36941319704055786
702,3,1,tell you what. 275 and you got a deal,Hesitance-Hesitance,Self Assertion-Empowerment,1,0.5609062910079956
703,4,0,Let's split the difference and go $260.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.39565664529800415
704,4,1,you come and pick it up? fine that's a deal,Personal Choice-Empowerment,Not-a-strategy,1,0.47661635279655457
