,Turn,Speaker,Text,True,Pred
320,4,1,"I really need the money that i'm earning for this task, so I feel like giving 10 cents to this charity is fair.",Not-a-strategy,Information Inquiry-Contesting
321,4,1,Do you agree?,Not-a-strategy,Information Inquiry-Contesting
322,5,1,"Your welcome, it is a good feeling to help others in need.",Not-a-strategy,Information Inquiry-Contesting
323,5,1,I appreciate you telling me about this organization and directing me to their website.,Not-a-strategy,Information Inquiry-Contesting
324,6,1,Yes it is.,Not-a-strategy,Information Inquiry-Contesting
325,6,1,I always wanted children of my own and could never conceive a child.,Not-a-strategy,Information Inquiry-Contesting
326,6,1,So I have much empathy for these children and their needs.,Not-a-strategy,Information Inquiry-Contesting
327,6,1,I will tell friends and family to visit the charities website also.,Not-a-strategy,Information Inquiry-Contesting
328,7,1,How many years has Save The Children been doing charity work?,Hesitance-Hesitance,Information Inquiry-Contesting
329,8,1,That's good.,Not-a-strategy,Information Inquiry-Contesting
330,8,1,"These days there are tons of people asking for donations for fake charities, it's sad.",Not-a-strategy,Information Inquiry-Contesting
331,9,1,I want to thank you again for bringing awareness to this important charity.,Not-a-strategy,Information Inquiry-Contesting
332,9,1,"In America food is plentiful and we sometimes have to stop and reflect, that other countries aren't as fortunate as we are!",Not-a-strategy,Information Inquiry-Contesting
333,0,1,Hi how are you doing today?,Not-a-strategy,Information Inquiry-Contesting
334,1,1,Sure.,Not-a-strategy,Information Inquiry-Contesting
335,1,1,Tell me as much as you can about the organization.,Hesitance-Hesitance,Information Inquiry-Contesting
336,2,1,It sounds like they have a worthy cause.,Not-a-strategy,Information Inquiry-Contesting
337,2,1,Do they help our children in the US as well?,Hesitance-Hesitance,Information Inquiry-Contesting
338,3,1,"Wow, it is great that these children have a charity to help them.",Not-a-strategy,Information Inquiry-Contesting
339,4,1,I would like to donate.,Not-a-strategy,Information Inquiry-Contesting
340,4,1,How do I donate?,Not-a-strategy,Information Inquiry-Contesting
341,5,1,"Ok, and if I choose to donate from my payment it will go to Save The Children?",Not-a-strategy,Information Inquiry-Contesting
342,6,1,That is wonderful!,Not-a-strategy,Information Inquiry-Contesting
343,6,1,Are you going to donate?,Not-a-strategy,Information Inquiry-Contesting
344,7,1,Well that is great!,Not-a-strategy,Information Inquiry-Contesting
345,7,1,I will donate a portion of my payment.,Not-a-strategy,Information Inquiry-Contesting
346,8,1,I will donate .15 from my payment.,Not-a-strategy,Information Inquiry-Contesting
347,9,1,No problem thank you for telling me about this wonderful charity!,Not-a-strategy,Information Inquiry-Contesting
348,0,1,"No, I actually haven't .",Not-a-strategy,Information Inquiry-Contesting
349,0,1,Do you have any more information about the organization that you could tell me?,Hesitance-Hesitance,Information Inquiry-Contesting
350,1,1,I have an idea.,Not-a-strategy,Information Inquiry-Contesting
351,1,1,Whats a more specific idea of what you do?,Hesitance-Hesitance,Information Inquiry-Contesting
352,1,1,How do you help?,Hesitance-Hesitance,Information Inquiry-Contesting
353,1,1,Whats their overall goal?,Hesitance-Hesitance,Information Inquiry-Contesting
354,2,1,"It is horrifying, I could not even imagine.",Not-a-strategy,Information Inquiry-Contesting
355,2,1,What do you need me to do?,Not-a-strategy,Information Inquiry-Contesting
356,3,1,My pay?,Not-a-strategy,Information Inquiry-Contesting
357,3,1,As in my weekly paycheck?,Not-a-strategy,Information Inquiry-Contesting
358,3,1,"Or are there any other payment options, as I have bills to pay.",Not-a-strategy,Information Inquiry-Contesting
359,4,1,I will happily donate my whole payment for this task. :),Not-a-strategy,Information Inquiry-Contesting
360,5,1,I am so grateful there is a way for me to help financially!!!,Not-a-strategy,Information Inquiry-Contesting
361,6,1,That is fantastic to hear!!,Not-a-strategy,Information Inquiry-Contesting
362,7,1,Thank you!,Not-a-strategy,Information Inquiry-Contesting
363,7,1,You will as well for all the hard work you're putting towards this magnificent charity.,Not-a-strategy,Information Inquiry-Contesting
364,8,1,You can send me the information with the email you have on file for me. :),Not-a-strategy,Information Inquiry-Contesting
365,9,1,Thank you so much for your time and the effort you are putting towards this very reputable charity!!,Not-a-strategy,Information Inquiry-Contesting
366,0,1,Donate to what charity?,Not-a-strategy,Information Inquiry-Contesting
367,1,1,"Well, I would prefer to hear more about the charity, their work and how much of their donations go to direct work with these children.",Hesitance-Hesitance,Information Inquiry-Contesting
368,1,1,Tell me more info otherwise you can donate to the charities that I know do extraordinary work and spend most of their donations on the children,Hesitance-Hesitance,Information Inquiry-Contesting
369,2,1,Well theres a charity called Skateistan that is championed by the famous skater Tony Hawk And the majority of their donations go to direct service and help children out all of the world whom live in the most vulnerable situations.,Not-a-strategy,Information Inquiry-Contesting
370,2,1,If I donate to this charity your talking about I need to know the name and information to agree to a donation,Not-a-strategy,Information Inquiry-Contesting
371,3,1,How many children do they serve each year and how much of a donation are you talking about?,Hesitance-Hesitance,Information Inquiry-Contesting
372,3,1,where is the money going?,Hesitance-Hesitance,Information Inquiry-Contesting
373,4,1,How much of a donation are you talking about?,Not-a-strategy,Information Inquiry-Contesting
374,4,1,"are they buying new schoolls with this money, new books, clothes, shelter or is the president of the charity using my donation to get a mercedes benz?",Hesitance-Hesitance,Information Inquiry-Contesting
375,5,1,what will you do with this money.,Hesitance-Hesitance,Information Inquiry-Contesting
376,5,1,Please be specific about how it will help these children that save the children claims to be saving?,Hesitance-Hesitance,Information Inquiry-Contesting
377,5,1,I am an informed donor and want to make sure my money is really helping these children,Hesitance-Hesitance,Information Inquiry-Contesting
378,6,1,It sounds like my money won't be used to directly help the children.,Information Inquiry-Contesting,Information Inquiry-Contesting
379,6,1,What does 5 dollars get these children?,Hesitance-Hesitance,Information Inquiry-Contesting
380,6,1,and what country or countries are these children located in,Hesitance-Hesitance,Information Inquiry-Contesting
381,7,1,"Well, is this a lobal charity that will be using my money to spread across their whole organization or will it help buy these children new schools which is a cause that I am really passionate about?",Hesitance-Hesitance,Information Inquiry-Contesting
382,7,1,How do YOU feel about the work this organization does?,Counter Argumentation-Contesting,Information Inquiry-Contesting
383,8,1,"Have you ever donated to this organization and if so, how much?",Counter Argumentation-Contesting,Information Inquiry-Contesting
384,9,1,How much will you be donating?,Not-a-strategy,Information Inquiry-Contesting
385,9,1,Depending on the amountI will match your donation but ONLY if you answer the following question: How do you feel about the organizations work?,Not-a-strategy,Information Inquiry-Contesting
386,9,1,What do you dislike about the organization,Not-a-strategy,Information Inquiry-Contesting
387,0,1,"I think I have once before, in a grocery store I believe",Not-a-strategy,Information Inquiry-Contesting
388,1,1,"Sure, go ahead",Not-a-strategy,Information Inquiry-Contesting
389,2,1,Are they a non profit organization?,Hesitance-Hesitance,Information Inquiry-Contesting
390,3,1,"Oh wow, shocking news.",Not-a-strategy,Information Inquiry-Contesting
391,3,1,Do you know how many children have been helped due to this organization?,Hesitance-Hesitance,Information Inquiry-Contesting
392,4,1,Thats awesome!,Not-a-strategy,Information Inquiry-Contesting
393,4,1,Are you apart of this organization or just support them?,Not-a-strategy,Information Inquiry-Contesting
394,5,1,"The payment of the task is 30 cents, I would donate 10c",Not-a-strategy,Information Inquiry-Contesting
395,6,1,its not a lot but hopefully go towards someone else donation to help children in war zone areas,Not-a-strategy,Information Inquiry-Contesting
396,7,1,"Of course, its a great organization to support",Not-a-strategy,Information Inquiry-Contesting
397,8,1,"Yes, a few times before",Not-a-strategy,Information Inquiry-Contesting
398,9,1,"Thank you, you too!",Not-a-strategy,Information Inquiry-Contesting
399,0,1,"I am well, how are you?",Not-a-strategy,Information Inquiry-Contesting
400,1,1,"Yes, I have two.",Not-a-strategy,Information Inquiry-Contesting
401,1,1,And you?,Not-a-strategy,Information Inquiry-Contesting
402,2,1,That's nice.,Not-a-strategy,Information Inquiry-Contesting
403,2,1,How old are they?,Not-a-strategy,Information Inquiry-Contesting
404,3,1,Oh my!,Not-a-strategy,Information Inquiry-Contesting
405,3,1,That's nice.,Not-a-strategy,Information Inquiry-Contesting
406,3,1,My kids are 4 and 7.,Not-a-strategy,Information Inquiry-Contesting
407,3,1,Boy and girl.,Not-a-strategy,Information Inquiry-Contesting
408,4,1,I have not.,Not-a-strategy,Information Inquiry-Contesting
409,4,1,What is the charity and what do they do?,Hesitance-Hesitance,Information Inquiry-Contesting
410,5,1,That seems like a really noble cause.,Not-a-strategy,Information Inquiry-Contesting
411,5,1,I have an affinity for children.,Not-a-strategy,Information Inquiry-Contesting
412,5,1,I donate a lot of money to battered wives and their children.,Not-a-strategy,Information Inquiry-Contesting
413,5,1,I spend a lot of time in the shelter for them too.,Not-a-strategy,Information Inquiry-Contesting
414,5,1,Seems like a great cause!,Not-a-strategy,Information Inquiry-Contesting
415,6,1,"With the commitment I made to the shelter, I would not donate at this time.",Self Pity-Empowement,Information Inquiry-Contesting
416,7,1,Thank you for your recognition.,Not-a-strategy,Information Inquiry-Contesting
417,7,1,St Judes is such a great cause too.,Self Assertion-Empowerment,Information Inquiry-Contesting
418,7,1,I have donated a few times to them too.,Self Assertion-Empowerment,Information Inquiry-Contesting
419,8,1,Thank you.,Not-a-strategy,Information Inquiry-Contesting
420,8,1,do you do any volunteer work?,Not-a-strategy,Information Inquiry-Contesting
421,9,1,That serves a purpose too!,Not-a-strategy,Information Inquiry-Contesting
422,9,1,I work with my local goverment in policy development and people like you really make a great impression on the policy that is created.,Self Assertion-Empowerment,Information Inquiry-Contesting
423,9,1,Great job!,Not-a-strategy,Information Inquiry-Contesting
424,0,1,Hi!,Not-a-strategy,Information Inquiry-Contesting
425,0,1,I little bit of know Save the children life.,Not-a-strategy,Information Inquiry-Contesting
426,1,1,How much you ready to pay for children?,Not-a-strategy,Information Inquiry-Contesting
427,2,1,I'll pay $0.30 surely,Not-a-strategy,Information Inquiry-Contesting
428,3,1,"Yes definitely, I ready to help other contry children also",Not-a-strategy,Information Inquiry-Contesting
429,4,1,"Yes, now days no one willing to help others, but we can change his mental set and try to help others.",Not-a-strategy,Information Inquiry-Contesting
430,5,1,"Thanks, especially Syria children affect more so I really worried about his future.",Not-a-strategy,Information Inquiry-Contesting
431,6,1,"Great, especially we help to give personal care and health care products to children is necessary",Not-a-strategy,Information Inquiry-Contesting
432,7,1,Yes its really appreciated,Not-a-strategy,Information Inquiry-Contesting
433,8,1,"Ok sure, I definitely donate my whole amount for this task.",Not-a-strategy,Information Inquiry-Contesting
434,9,1,"Welcome, thanks for talking",Not-a-strategy,Information Inquiry-Contesting
435,0,1,"I'm well, thanks",Not-a-strategy,Information Inquiry-Contesting
436,1,1,I've heard of it.,Not-a-strategy,Information Inquiry-Contesting
437,1,1,"It's a charity, right?",Not-a-strategy,Information Inquiry-Contesting
438,1,1,What do they do?,Hesitance-Hesitance,Information Inquiry-Contesting
439,2,1,"I'd like more information, yes.",Not-a-strategy,Information Inquiry-Contesting
440,3,1,That's nice.,Not-a-strategy,Information Inquiry-Contesting
441,3,1,What kind of things do they help with?,Hesitance-Hesitance,Information Inquiry-Contesting
442,4,1,I could probably donate a small amount.,Source Derogation-Contesting,Information Inquiry-Contesting
443,4,1,"I'm kinda broke at the moment, though.",Personal Choice-Empowerment,Information Inquiry-Contesting
444,5,1,I agree it's for a good cause.,Not-a-strategy,Information Inquiry-Contesting
445,5,1,I'd be willing to donate $.05.,Not-a-strategy,Information Inquiry-Contesting
446,5,1,How do I do that?,Not-a-strategy,Information Inquiry-Contesting
447,6,1,that's very sad.,Not-a-strategy,Information Inquiry-Contesting
448,6,1,Every child deserves to have nutritious food.,Not-a-strategy,Information Inquiry-Contesting
449,7,1,"Wow, that's very generous.",Not-a-strategy,Information Inquiry-Contesting
450,7,1,I hope to be able to do that someday.,Not-a-strategy,Information Inquiry-Contesting
451,8,1,That's wonderful.,Not-a-strategy,Information Inquiry-Contesting
452,8,1,How often are you able to do that?,Not-a-strategy,Information Inquiry-Contesting
453,8,1,How can I donate?,Not-a-strategy,Information Inquiry-Contesting
454,9,1,I'm not sure I understand what you said just now.,Not-a-strategy,Information Inquiry-Contesting
455,9,1,How can I donate?,Not-a-strategy,Information Inquiry-Contesting
456,0,1,Great!,Not-a-strategy,Information Inquiry-Contesting
457,0,1,I have been research the Make-A-Wish foundation.,Not-a-strategy,Information Inquiry-Contesting
458,0,1,Are you familiar with it?,Not-a-strategy,Information Inquiry-Contesting
459,1,1,I have heard of it but don't know much about what they do.,Not-a-strategy,Information Inquiry-Contesting
460,1,1,will you tell me?,Hesitance-Hesitance,Information Inquiry-Contesting
461,2,1,that sounds meaningful.,Not-a-strategy,Information Inquiry-Contesting
462,2,1,How involved are you in the organization?,Not-a-strategy,Information Inquiry-Contesting
463,2,1,i am about to donate to make-a-wish and hope you will too.,Not-a-strategy,Information Inquiry-Contesting
464,3,1,I will.,Not-a-strategy,Information Inquiry-Contesting
465,3,1,I will do $10 to both.,Not-a-strategy,Information Inquiry-Contesting
466,3,1,"I am somewhat of a tight budget, but I always make room for good causes.",Not-a-strategy,Information Inquiry-Contesting
467,4,1,I do.,Not-a-strategy,Information Inquiry-Contesting
468,4,1,I focus on kids and animals.,Not-a-strategy,Information Inquiry-Contesting
469,4,1,Make a wish is really cool.,Not-a-strategy,Information Inquiry-Contesting
470,4,1,Lots of celebrities get involved.,Not-a-strategy,Information Inquiry-Contesting
471,4,1,John Cena has granted 400 wishes!,Not-a-strategy,Information Inquiry-Contesting
472,5,1,I love it when celebrities bring attention to causes.,Not-a-strategy,Information Inquiry-Contesting
473,5,1,Really gets the public's interest.,Not-a-strategy,Information Inquiry-Contesting
474,6,1,"Wow, that's amazing.",Not-a-strategy,Information Inquiry-Contesting
475,6,1,How much money a year does save the children raise?,Hesitance-Hesitance,Information Inquiry-Contesting
476,7,1,well i will absolutely donate and tell some friends.,Not-a-strategy,Information Inquiry-Contesting
477,7,1,i hope you will also donate to make a wish.,Not-a-strategy,Information Inquiry-Contesting
478,8,1,yes i am.,Not-a-strategy,Information Inquiry-Contesting
479,8,1,i will do it as soon as the chat ends.,Not-a-strategy,Information Inquiry-Contesting
480,9,1,i hope the same for you also!,Not-a-strategy,Information Inquiry-Contesting
481,0,1,I'm doing very well.,Not-a-strategy,Information Inquiry-Contesting
482,0,1,How are you?,Not-a-strategy,Information Inquiry-Contesting
483,1,1,"Yes, I have!",Not-a-strategy,Information Inquiry-Contesting
484,1,1,Is it a charity that you are interested in?,Not-a-strategy,Information Inquiry-Contesting
485,2,1,So do I.,Not-a-strategy,Information Inquiry-Contesting
486,2,1,Do you regularly donate your time or money to Save the Children?,Not-a-strategy,Information Inquiry-Contesting
487,3,1,"I haven't yet, but I am thinking about doing so in the future.",Not-a-strategy,Information Inquiry-Contesting
488,4,1,Thanks for the information.,Not-a-strategy,Information Inquiry-Contesting
489,4,1,What are your donations used for?,Hesitance-Hesitance,Information Inquiry-Contesting
490,5,1,Sure.,Not-a-strategy,Information Inquiry-Contesting
491,5,1,would be happy to donate.,Not-a-strategy,Information Inquiry-Contesting
492,6,1,I think I will donate about 20 dollars.,Not-a-strategy,Information Inquiry-Contesting
493,7,1,Thankyou!,Not-a-strategy,Information Inquiry-Contesting
494,7,1,You are pretty awesome yourself!,Not-a-strategy,Information Inquiry-Contesting
495,8,1,Yes.,Not-a-strategy,Information Inquiry-Contesting
496,8,1,Every now and then I volunteer within my community.,Not-a-strategy,Information Inquiry-Contesting
497,9,1,That is amazing!,Not-a-strategy,Information Inquiry-Contesting
498,9,1,You are really helping our country's children.,Not-a-strategy,Information Inquiry-Contesting
499,0,1,Hello!,Not-a-strategy,Information Inquiry-Contesting
500,0,1,I am good.,Not-a-strategy,Information Inquiry-Contesting
501,0,1,How are you today?,Not-a-strategy,Information Inquiry-Contesting
502,1,1,I haven't.,Not-a-strategy,Information Inquiry-Contesting
503,1,1,What is it all about?,Not-a-strategy,Information Inquiry-Contesting
504,2,1,I have a passion for children.,Not-a-strategy,Information Inquiry-Contesting
505,2,1,That would be a charity I would donate too for sure.,Not-a-strategy,Information Inquiry-Contesting
506,3,1,I do agree 100%How would I go about finding this charity?,Not-a-strategy,Information Inquiry-Contesting
507,4,1,Thank you very much.,Not-a-strategy,Information Inquiry-Contesting
508,4,1,I will look into it for sure and make a donation.,Not-a-strategy,Information Inquiry-Contesting
509,5,1,That is awesome.,Not-a-strategy,Information Inquiry-Contesting
510,5,1,I will definitely be making the donation.,Not-a-strategy,Information Inquiry-Contesting
511,6,1,I do volunteer some.,Not-a-strategy,Information Inquiry-Contesting
512,6,1,I also take in children that would other wise go without.,Not-a-strategy,Information Inquiry-Contesting
513,7,1,Thank you.,Not-a-strategy,Information Inquiry-Contesting
514,7,1,Doyou volunteer any where?,Not-a-strategy,Information Inquiry-Contesting
515,8,1,You are a wonderful person.,Not-a-strategy,Information Inquiry-Contesting
516,8,1,Those children need your help.,Not-a-strategy,Information Inquiry-Contesting
517,9,1,I will donate half of my earnings.,Not-a-strategy,Information Inquiry-Contesting
518,9,1,It was lovely chatting with you.,Not-a-strategy,Information Inquiry-Contesting
519,9,1,Will you be donating?,Not-a-strategy,Information Inquiry-Contesting
520,0,1,"I believe in this charity, but still wonder how much of the money I donate actually helps.",Self Assertion-Empowerment,Information Inquiry-Contesting
521,1,1,I would gladly give my earnings to this charity.,Not-a-strategy,Information Inquiry-Contesting
522,1,1,Children hold the future of the world.,Not-a-strategy,Information Inquiry-Contesting
523,2,1,"I know, it always amazes me how many children are suffering around the world.",Not-a-strategy,Information Inquiry-Contesting
524,2,1,It is so sad.,Not-a-strategy,Information Inquiry-Contesting
525,3,1,Though MTurk they should raise quite a bit.,Not-a-strategy,Information Inquiry-Contesting
526,3,1,"Even though it is only .30 for this hit, with the number of people it adds up.",Not-a-strategy,Information Inquiry-Contesting
527,4,1,In my personal life I do pay attention to all the details and the reviews of charities.,Not-a-strategy,Information Inquiry-Contesting
528,4,1,There are so many worthy causes that I try hard to make sure my meeker amounts go to benefit the most.,Not-a-strategy,Information Inquiry-Contesting
529,5,1,"I know they are a well established charity so should have all the resources, administration wise, to get the money where it is needed most.",Not-a-strategy,Information Inquiry-Contesting
530,6,1,It makes me feel that even though not enough I have done a little something.,Not-a-strategy,Information Inquiry-Contesting
531,7,1,"I live in a very rural area, people in my town are extremely poor and it still amazes me how they will take what little they have and take care of each other.",Not-a-strategy,Information Inquiry-Contesting
532,8,1,It is hard to watch and not reach out to help a child.,Not-a-strategy,Information Inquiry-Contesting
533,8,1,I do what I can in my own community and the town comes together this time of year to make sure each child has school supplies.,Not-a-strategy,Information Inquiry-Contesting
534,8,1,"It is really sad that Save a Child exists, the world should be a safe place for children and there should be no need.",Not-a-strategy,Information Inquiry-Contesting
535,9,1,"I agree, it has been very nice chatting with you and I hope you have a great day.",Not-a-strategy,Information Inquiry-Contesting
536,10,1,I will donate all of my payment.,Not-a-strategy,Information Inquiry-Contesting
537,0,1,I'm great!,Not-a-strategy,Information Inquiry-Contesting
538,0,1,How are you?,Not-a-strategy,Information Inquiry-Contesting
539,1,1,"New York, how about yourself?",Not-a-strategy,Information Inquiry-Contesting
540,2,1,"Nice, I hope it's not too warm this weekend",Not-a-strategy,Information Inquiry-Contesting
541,3,1,I think it's the astronomical costs of healthcare.,Not-a-strategy,Information Inquiry-Contesting
542,3,1,"Americans pay more for poorer outcomes, compared to peer countries.",Not-a-strategy,Information Inquiry-Contesting
543,4,1,I think they are important,Not-a-strategy,Information Inquiry-Contesting
544,4,1,It's sometimes hard to focus,Not-a-strategy,Information Inquiry-Contesting
545,5,1,"Yes, I have",Not-a-strategy,Information Inquiry-Contesting
546,6,1,"Sure, I will donate 10 cents",Not-a-strategy,Information Inquiry-Contesting
547,7,1,That,Not-a-strategy,Information Inquiry-Contesting
548,7,1,Thank you for telling me about this charity,Not-a-strategy,Information Inquiry-Contesting
549,8,1,I agree!,Not-a-strategy,Information Inquiry-Contesting
550,8,1,Good choice,Not-a-strategy,Information Inquiry-Contesting
551,9,1,You too!,Not-a-strategy,Information Inquiry-Contesting
552,9,1,Have a great week,Not-a-strategy,Information Inquiry-Contesting
553,0,1,"I'm great, thanks.",Not-a-strategy,Information Inquiry-Contesting
554,0,1,How are you?,Not-a-strategy,Information Inquiry-Contesting
555,1,1,I love children.,Not-a-strategy,Information Inquiry-Contesting
556,1,1,I believe they are our future and should be taken care of in the best possible way.,Not-a-strategy,Information Inquiry-Contesting
557,2,1,I do not have children of my own and am not able to have them.,Not-a-strategy,Information Inquiry-Contesting
558,2,1,I am contemplating adoption for the future.,Not-a-strategy,Information Inquiry-Contesting
559,3,1,"Wow, that is a staggering amount.",Not-a-strategy,Information Inquiry-Contesting
560,3,1,I did not know that.,Not-a-strategy,Information Inquiry-Contesting
561,3,1,I am a big fan of organizations who take care of the needs of hurt children.,Not-a-strategy,Information Inquiry-Contesting
562,4,1,I have!,Not-a-strategy,Information Inquiry-Contesting
563,4,1,They seem to be doing a good job.,Not-a-strategy,Information Inquiry-Contesting
564,5,1,I am not surprised to hear that at all.,Not-a-strategy,Information Inquiry-Contesting
565,5,1,Children should not have to do through so much tragedy and devastation at such young ages. It is great that others are looking out for them.,Not-a-strategy,Information Inquiry-Contesting
566,6,1,I probably will do that.,Not-a-strategy,Information Inquiry-Contesting
567,6,1,"If everyone did something, it helps the bigger overall picture and they are so worth it.",Not-a-strategy,Information Inquiry-Contesting
568,7,1,"I just know that if I were a child in need, I would be grateful for all the help I could get.",Not-a-strategy,Information Inquiry-Contesting
569,8,1,"Wow, that is so good to hear.",Not-a-strategy,Information Inquiry-Contesting
570,8,1,I'm sure it is not easy for organizations to get charitable work done but I am grateful they try and that others get involved.,Not-a-strategy,Information Inquiry-Contesting
571,8,1,Kuddos to them!,Not-a-strategy,Information Inquiry-Contesting
572,9,1,The life of a child is always worth saving.,Not-a-strategy,Information Inquiry-Contesting
573,9,1,You have a good day as well.,Not-a-strategy,Information Inquiry-Contesting
574,0,1,"can't complain, youreslf?",Not-a-strategy,Information Inquiry-Contesting
575,1,1,"yeah sure, why not",Not-a-strategy,Information Inquiry-Contesting
576,2,1,is there an upper limit?,Not-a-strategy,Information Inquiry-Contesting
577,3,1,how much are you thinking of donating,Counter Argumentation-Contesting,Information Inquiry-Contesting
578,4,1,I don't believe they can actually do that haha,Not-a-strategy,Information Inquiry-Contesting
579,5,1,hows $0.50 sound?,Not-a-strategy,Information Inquiry-Contesting
580,6,1,"ok, good deal, $0.50 it is.",Not-a-strategy,Information Inquiry-Contesting
581,7,1,"I think so, it said we need to get to 10 turns of the conversation each, this is my 8th lol",Not-a-strategy,Information Inquiry-Contesting
582,8,1,I'm fine with staying at $0.50 as long as you are,Not-a-strategy,Information Inquiry-Contesting
583,9,1,"ugh yeah, i've seen that, you sit there waiting forever for someone to type two words haha",Not-a-strategy,Information Inquiry-Contesting
584,10,1,you too!!!!! :D,Not-a-strategy,Information Inquiry-Contesting
585,0,1,I think I have...,Not-a-strategy,Information Inquiry-Contesting
586,1,1,that's very cool!,Not-a-strategy,Information Inquiry-Contesting
587,2,1,That's pretty awesome.,Not-a-strategy,Information Inquiry-Contesting
588,2,1,I think everyone kind of forgot that those affected still need help,Not-a-strategy,Information Inquiry-Contesting
589,3,1,Exactly.,Not-a-strategy,Information Inquiry-Contesting
590,3,1,I agree.,Not-a-strategy,Information Inquiry-Contesting
591,3,1,if there isn't coverage then people tend put it out of their minds.,Not-a-strategy,Information Inquiry-Contesting
592,3,1,but this group sounds great!,Not-a-strategy,Information Inquiry-Contesting
593,3,1,Glad they are helping out,Not-a-strategy,Information Inquiry-Contesting
594,4,1,I am thinking about it.,Source Derogation-Contesting,Information Inquiry-Contesting
595,4,1,I dont see why I wouldn't,Not-a-strategy,Information Inquiry-Contesting
596,5,1,Oh for sure.,Not-a-strategy,Information Inquiry-Contesting
597,5,1,"Is there like, an average donation or something?",Not-a-strategy,Information Inquiry-Contesting
598,6,1,Oh i see.,Not-a-strategy,Information Inquiry-Contesting
599,6,1,That makes sense.,Not-a-strategy,Information Inquiry-Contesting
600,7,1,I will give .20,Not-a-strategy,Information Inquiry-Contesting
601,8,1,Awesome.,Not-a-strategy,Information Inquiry-Contesting
602,8,1,I am glad to help!,Not-a-strategy,Information Inquiry-Contesting
603,8,1,Have they raised a lot so far?,Not-a-strategy,Information Inquiry-Contesting
604,9,1,Great!,Not-a-strategy,Information Inquiry-Contesting
605,9,1,Thanks so much.,Not-a-strategy,Information Inquiry-Contesting
606,9,1,Glad to help,Not-a-strategy,Information Inquiry-Contesting
607,0,1,Hi.,Not-a-strategy,Information Inquiry-Contesting
608,0,1,It sounds familiar but I'm not sure.,Not-a-strategy,Information Inquiry-Contesting
609,1,1,Is it reputable?,Information Inquiry-Contesting,Information Inquiry-Contesting
610,2,1,It looks like they do great work.,Not-a-strategy,Information Inquiry-Contesting
611,2,1,Let's make a donation.,Not-a-strategy,Information Inquiry-Contesting
612,3,1,"I'll donate half my payment, so $.15.",Not-a-strategy,Information Inquiry-Contesting
613,4,1,Sounds good.,Not-a-strategy,Information Inquiry-Contesting
614,4,1,"Out of curiosity, what did you do as a volunteer?",Not-a-strategy,Information Inquiry-Contesting
615,5,1,That's interesting.,Not-a-strategy,Information Inquiry-Contesting
616,5,1,I might want to volunteer too.,Not-a-strategy,Information Inquiry-Contesting
617,6,1,It doesn't seem fair that some kids are born into bad situations through no fault of their own.,Not-a-strategy,Information Inquiry-Contesting
618,7,1,Thanks for telling me about it.,Not-a-strategy,Information Inquiry-Contesting
619,8,1,"It's not much, but I don't have much money.",Personal Choice-Empowerment,Information Inquiry-Contesting
620,8,1,"Of course I have no way of knowing no matter what you answer, but are you a real person?",Not-a-strategy,Information Inquiry-Contesting
621,9,1,Good luck to you!,Not-a-strategy,Information Inquiry-Contesting
622,9,1,I hope you get lots of donations.,Not-a-strategy,Information Inquiry-Contesting
623,0,1,hi,Not-a-strategy,Information Inquiry-Contesting
624,1,1,i dont know,Not-a-strategy,Information Inquiry-Contesting
625,2,1,good education and good health,Not-a-strategy,Information Inquiry-Contesting
626,3,1,"no, i not donated",Not-a-strategy,Information Inquiry-Contesting
627,4,1,"yes, i am interested but now not join in children's charity.",Not-a-strategy,Information Inquiry-Contesting
628,5,1,good charity.,Not-a-strategy,Information Inquiry-Contesting
629,5,1,all children's using in the children's charity.. and all peoples join in the children's charity....,Not-a-strategy,Information Inquiry-Contesting
630,6,1,i am from oakham,Not-a-strategy,Information Inquiry-Contesting
631,7,1,thank u sir,Not-a-strategy,Information Inquiry-Contesting
632,8,1,"yes, sure sir",Not-a-strategy,Information Inquiry-Contesting
633,9,1,thank you sir.,Not-a-strategy,Information Inquiry-Contesting
634,9,1,please ur nice name?,Not-a-strategy,Information Inquiry-Contesting
635,0,1,yes definitly i am donate in save the children,Not-a-strategy,Information Inquiry-Contesting
636,1,1,nice i like this group for many children save in the world,Not-a-strategy,Information Inquiry-Contesting
637,2,1,yes i am live in us,Not-a-strategy,Information Inquiry-Contesting
638,3,1,yes i education help for the children.,Not-a-strategy,Information Inquiry-Contesting
639,4,1,yes definitly develop for education,Not-a-strategy,Information Inquiry-Contesting
640,5,1,very intresting,Not-a-strategy,Information Inquiry-Contesting
641,6,1,i have no award in the group.so i have like many children save in our life,Not-a-strategy,Information Inquiry-Contesting
642,7,1,yes i help to kids,Not-a-strategy,Information Inquiry-Contesting
643,8,1,yes my home in 3 childrens i take for in the life,Not-a-strategy,Information Inquiry-Contesting
644,9,1,100$ donate for group,Not-a-strategy,Information Inquiry-Contesting
645,0,1,hi,Not-a-strategy,Information Inquiry-Contesting
646,1,1,Doing Good.,Not-a-strategy,Information Inquiry-Contesting
647,1,1,What about You ?,Not-a-strategy,Information Inquiry-Contesting
648,2,1,No.,Not-a-strategy,Information Inquiry-Contesting
649,2,1,Can you help me with that.,Not-a-strategy,Information Inquiry-Contesting
650,3,1,Okay.,Not-a-strategy,Information Inquiry-Contesting
651,3,1,It's a very noble cause.,Not-a-strategy,Information Inquiry-Contesting
