Index,User,Text,Face acts
C_680f634d969040b58b4db7f034c00b43,1,Hello. What can I tell you about this beautiful sofa sectional?,
C_680f634d969040b58b4db7f034c00b43,0,Hey. How are you? When did you buy this sectional?,
C_680f634d969040b58b4db7f034c00b43,1,It is less than one year old. It is in fantastic condition.,
C_680f634d969040b58b4db7f034c00b43,0,Okay.  Were any repairs done?,
C_680f634d969040b58b4db7f034c00b43,1,None have ever been needed. This thing looks like it just came out of the furniture store.,
C_680f634d969040b58b4db7f034c00b43,0,"From the picture, it does look to be in good condition...not brand new but good. How much are you looking for?",
C_680f634d969040b58b4db7f034c00b43,1,I'm asking $585. It is in great shape and from a non-smoking home.,
C_680f634d969040b58b4db7f034c00b43,0,585 is over my budget. Are you willing to go lower? 350?,
C_680f634d969040b58b4db7f034c00b43,1,I'm sorry I couldn't let it go for that. If you can pick it up I'm willing to do $475. What a deal!,
C_680f634d969040b58b4db7f034c00b43,0,I'm definitely willing to pick it up. I can take it off your hands tonight for 375.,
C_680f634d969040b58b4db7f034c00b43,1,That's great. I think we're close. I need to meet somewhere in the middle. How's $425 sound?,
C_680f634d969040b58b4db7f034c00b43,0,I'll do 425 and pick it up tonight. Cash in hand. Deal?,
C_680f634d969040b58b4db7f034c00b43,1,Deal. See you tonight.,
C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"Hi, I'm interested in the 2001 Rav 4",
C_ee168e609e9a4f0dabfccbad56f2dcdd,1,It is a great car. It runs great. I'm asking $4000.,
C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"That's way out of my budget, plus it seems a bit steep for such an old car.",
C_ee168e609e9a4f0dabfccbad56f2dcdd,1,"It may be old, but it runs great. Has lower mileage and a clean title.",
C_ee168e609e9a4f0dabfccbad56f2dcdd,0,Why are you selling it?,
C_ee168e609e9a4f0dabfccbad56f2dcdd,1,I'm going to get a motorcycle instead. How much are you willing to pay?,
C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"I'm very interested, but it's out of my price point. I'd like to pay around 2,500 for my next car.",
C_ee168e609e9a4f0dabfccbad56f2dcdd,1,"You can't get a car like this for that low. I checked the Blue Book, and what I'm asking is right in range. I'll tell you what. I have a friend who is a mechanic. If you give me $3500, I'll have him check it out for you for free.",
C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"I could go up to $3,000",
C_ee168e609e9a4f0dabfccbad56f2dcdd,1,How about $3400?,
C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"Believe me, I wish I had that much saved. The absolute highest I could go is $3,200",
C_ee168e609e9a4f0dabfccbad56f2dcdd,1,"No, too low. I'm close to the Blue Book value. If you pay $3400 and something goes wrong in the next three months, I'll refund your money. You rarely get a warranty like tha!",
C_cb2ffc16562b427497078545d01fadd6,0,Hey what condition is the alarm clock dock in?,
C_cb2ffc16562b427497078545d01fadd6,1,Like new,
C_cb2ffc16562b427497078545d01fadd6,0,Sounds pretty good. Will it work with any iPhone? Even older ones?,
C_cb2ffc16562b427497078545d01fadd6,1,"Worls with iphone  and ipods, fits iphone 5 or less",
C_cb2ffc16562b427497078545d01fadd6,0,Does it also work for iPhone 6 and 7?,
C_cb2ffc16562b427497078545d01fadd6,1,"Noe only iphone 5 or less, I can let it go for a deal but only right now at $45",
C_cb2ffc16562b427497078545d01fadd6,0,Okay. Before I decide...what color is it?,
C_cb2ffc16562b427497078545d01fadd6,1,Comes in black,
C_cb2ffc16562b427497078545d01fadd6,0,Okay. Then we have a deal. 45 and I can google wallet you the money when I pick it up today. Cool?,
C_cb2ffc16562b427497078545d01fadd6,1,Yup its a deal,
C_433c328d75b64bab9a7847395ce0cabe,1,This is a great offer I'll give you for $165!,
C_433c328d75b64bab9a7847395ce0cabe,0,Tell me more about the subs.,
C_433c328d75b64bab9a7847395ce0cabe,1,"Well what exactly would you like to know about? I've had this for about a year, and it is still in really nice condition.",
C_433c328d75b64bab9a7847395ce0cabe,0,Are there in other perks to it other than what you have listed?,
C_433c328d75b64bab9a7847395ce0cabe,1,I have a 1000 watt rms amp that I'm looking to get rid of for just 135 extra.,
C_433c328d75b64bab9a7847395ce0cabe,0,"Ok, I'm not looking for an amp at the moment.",
C_433c328d75b64bab9a7847395ce0cabe,1,That's fine you can get the subs for the original price still!,
C_433c328d75b64bab9a7847395ce0cabe,0,I've looked at various websites for the same sub and I've seen much lower prices.,
C_433c328d75b64bab9a7847395ce0cabe,1,There is a little wiggle room I could provide depending on how much you'd like to spend,
C_433c328d75b64bab9a7847395ce0cabe,0,"I would like to do $99 because I found one for $75 online, but it is too far away. I prefer to have the subs sooner rather than later, but I don't mind waiting if I only have to spend $75. I can offer $99 and pick it up myself so you don't have to worry about a shipping price or the gas to bring it to my place.",
C_433c328d75b64bab9a7847395ce0cabe,1,I'd really like $110 for this. Just a bit more than what you're offering.,
C_433c328d75b64bab9a7847395ce0cabe,0,I can manage that.,
C_433c328d75b64bab9a7847395ce0cabe,1,Great so 110 is a deal?,
C_433c328d75b64bab9a7847395ce0cabe,0,It's a deal.,
C_10ffdca14b484a6fb62a1194ce01adf3,1,This is located in a prime location for a great price,
C_10ffdca14b484a6fb62a1194ce01adf3,0,where is it at?,
C_10ffdca14b484a6fb62a1194ce01adf3,1,The Glenview District of Oakland,
C_10ffdca14b484a6fb62a1194ce01adf3,0,how much would you come down to for the price?,
C_10ffdca14b484a6fb62a1194ce01adf3,1,I would be willing to come down slightly if I knew you would take good care of it.,
C_10ffdca14b484a6fb62a1194ce01adf3,0,off course i would,
C_10ffdca14b484a6fb62a1194ce01adf3,1,If you want I'll give you a special deal of 1400,
C_10ffdca14b484a6fb62a1194ce01adf3,0,anything less than that?,
C_10ffdca14b484a6fb62a1194ce01adf3,1,If you do your own yard work I could go 50 lower.,
C_10ffdca14b484a6fb62a1194ce01adf3,0,yeah that i do mysefl,
C_10ffdca14b484a6fb62a1194ce01adf3,1,Then I'd give it to you for 1350. That's as low as I can go.,
C_10ffdca14b484a6fb62a1194ce01adf3,0,you can not come down to 1000?,
C_10ffdca14b484a6fb62a1194ce01adf3,1,No that is way to low for this.,
C_10ffdca14b484a6fb62a1194ce01adf3,0,would something be coming free with it if im willing to pay 1350?,
C_10ffdca14b484a6fb62a1194ce01adf3,1,Cable is included.,
C_10ffdca14b484a6fb62a1194ce01adf3,0,thats something now,
C_b662aab3e0ab46508975913656f5363a,1,"Hi, I heard your interested in my old 4 runner?",
C_b662aab3e0ab46508975913656f5363a,0,"Hello, I'm interested in buying your car.",
C_b662aab3e0ab46508975913656f5363a,1,Awesome.  I just had it waxed and it's ready to go!,
C_b662aab3e0ab46508975913656f5363a,0,"Great, how well does the car run?",
C_b662aab3e0ab46508975913656f5363a,1,"It has zero issues, drives wonderful.",
C_b662aab3e0ab46508975913656f5363a,0,Have you had any issues with the vehicle in the past?,
C_b662aab3e0ab46508975913656f5363a,1,"Nope, just regular maintenance.",
C_b662aab3e0ab46508975913656f5363a,0,"Sounds great, I am really interested in buying the car.  However, $14500 seems steep for a 2006 with 106k miles.  Are you willing to lower the price a little?",
C_b662aab3e0ab46508975913656f5363a,1,"Of course. I posted it a bit high, then I got to looking for prices around.  I'd be willing to go as low as 10k cash.",
C_b662aab3e0ab46508975913656f5363a,0,I'm concerned about some of the cosmetic damage and the price to fix it.  Would you be willing to settle for $8500?,
C_b662aab3e0ab46508975913656f5363a,1,It just has a few wear and tear scratches over the years.  Nothing a bottle of great wax can't fix,
C_b662aab3e0ab46508975913656f5363a,0,"Ok, sounds good, so 10K for a final price?",
C_b662aab3e0ab46508975913656f5363a,1,"Awesome, will you be picking it up?",
C_b662aab3e0ab46508975913656f5363a,0,Absolutely,
C_b662aab3e0ab46508975913656f5363a,1,What time works best for you?,
C_b662aab3e0ab46508975913656f5363a,0,Sunday at 11:00 am,
C_b662aab3e0ab46508975913656f5363a,1,Great. I'll see you down here on 310 N. Main at 11 am.,
C_b662aab3e0ab46508975913656f5363a,0,ok,
C_94f0b61c25c84e16bf9046e60fd91b2a,0,Hello I am interested in living in this 3 bedroom apartment.,
C_94f0b61c25c84e16bf9046e60fd91b2a,1,Okay I am asking for 2955 for the apartment.,
C_94f0b61c25c84e16bf9046e60fd91b2a,0,Wow that seems very high. Would you be willing to take less if I prepaid the rent for a year?,
C_94f0b61c25c84e16bf9046e60fd91b2a,1,"It may seem high but it is only 10 minutes for San Fran. The whole year, yes.",
C_94f0b61c25c84e16bf9046e60fd91b2a,0,Well my wife is a masseuse and can provide unlimited massages at your request (1 per day) if you are willing to go below 2k per month?,
C_94f0b61c25c84e16bf9046e60fd91b2a,1,"I'm not sure I'm comfortable with that, but I am willing to go to 2500, no massages.",
C_94f0b61c25c84e16bf9046e60fd91b2a,0,Well my son is a plumber and my daughter is a electrician and can provide repairs for your apartment at no cost if you're willing to go lower. My children are well behaved.,
C_94f0b61c25c84e16bf9046e60fd91b2a,1,How old are your children?,
C_94f0b61c25c84e16bf9046e60fd91b2a,0,One is 29 and my daughter is 28,
C_94f0b61c25c84e16bf9046e60fd91b2a,1,How about 2250?,
C_94f0b61c25c84e16bf9046e60fd91b2a,0,Heres the rub. I used to work for one of them Silicon Boys in the Valley and my company was bought out by one of those ruthless Venture Capital Firms and I am down on my luck. I am hoping for a rent of 1800 and I will do anything you want unlimited (1 thing per day) at no cost.,
C_94f0b61c25c84e16bf9046e60fd91b2a,1,"Sorry to hear that, I really cannot go below 2250 or I will be losing money on this.",
C_811d2e752d1c4e9eb972bddd05669d14,0,"Hi there, I am interested in your table.",
C_811d2e752d1c4e9eb972bddd05669d14,1,do you have any questions,
C_811d2e752d1c4e9eb972bddd05669d14,0,"Yeah, what's the condition of the table?",
C_811d2e752d1c4e9eb972bddd05669d14,1,its in good condition,
C_811d2e752d1c4e9eb972bddd05669d14,0,Have you received offers for it?,
C_811d2e752d1c4e9eb972bddd05669d14,1,you would be the first one so far,
C_811d2e752d1c4e9eb972bddd05669d14,0,What would be your selling price?,
C_811d2e752d1c4e9eb972bddd05669d14,1,$45.00,
C_811d2e752d1c4e9eb972bddd05669d14,0,What about $20?,
C_811d2e752d1c4e9eb972bddd05669d14,1,that is too low,
C_811d2e752d1c4e9eb972bddd05669d14,0,What if I offered to pick up the table?,
C_811d2e752d1c4e9eb972bddd05669d14,1,that you will anyway. and i can come down to somewhere between 38-40,
C_811d2e752d1c4e9eb972bddd05669d14,0,How about 25?,
C_811d2e752d1c4e9eb972bddd05669d14,1,38 would be the last im sorry,
C_811d2e752d1c4e9eb972bddd05669d14,0,"Anything else I could offer if I raised it to 30? 30's my max, but I'm willing to throw in pick up.",
C_811d2e752d1c4e9eb972bddd05669d14,1,if you are going to 30 then how about 35?,
C_811d2e752d1c4e9eb972bddd05669d14,0,32 would be an even medium between us.,
C_811d2e752d1c4e9eb972bddd05669d14,1,yeah 32 sounds good,
C_0ce36462b7624bbbb4e2c0239aafa2e5,0,"Hello, I'm very interested in the vehicle you have for sale",
C_0ce36462b7624bbbb4e2c0239aafa2e5,1,"Great, it is an awesome truck I would trust it to drive anywhere.",
C_0ce36462b7624bbbb4e2c0239aafa2e5,0,Are you willing to take less than the asking price?,
C_0ce36462b7624bbbb4e2c0239aafa2e5,1,"I am willing to go down some, what are you thinking?",
C_0ce36462b7624bbbb4e2c0239aafa2e5,0,I'm willing to make you an offer,
C_0ce36462b7624bbbb4e2c0239aafa2e5,1,What is your offer?,
C_0ce36462b7624bbbb4e2c0239aafa2e5,0,"$11,020.00",
C_0ce36462b7624bbbb4e2c0239aafa2e5,1,"That is very low, can you come up to 13000.00",
C_0ce36462b7624bbbb4e2c0239aafa2e5,0,I would be willing to go up to 12500,
C_0ce36462b7624bbbb4e2c0239aafa2e5,1,OK I will accept that,
C_0ce36462b7624bbbb4e2c0239aafa2e5,0,Good deal! Thank you,
C_71bd0d14dcfa40bea6abb07483c5cfd6,1,Hello! I am selling a night stand from a store called The Crate & Barrel. It is a very nice night stand!,
C_71bd0d14dcfa40bea6abb07483c5cfd6,0,hi! i am interested in buying but how good is the condition?,
C_71bd0d14dcfa40bea6abb07483c5cfd6,1,It is very good. It is actually a family heirloom passed down by my grandmother and she recently passed away 2 days ago. The nightstand is empty however. Her stuff have been emptied.,
C_71bd0d14dcfa40bea6abb07483c5cfd6,0,im sorry to hear to that. for how much do you wanna give it away?,
C_71bd0d14dcfa40bea6abb07483c5cfd6,1,"Well her will listed the value of this item at 200 US dollars, but if you pick it up from her home I am willing to go lower.",
C_71bd0d14dcfa40bea6abb07483c5cfd6,0,how lower would you go then?,
C_71bd0d14dcfa40bea6abb07483c5cfd6,1,190$ and I can provide lemonade as you move it out.,
C_71bd0d14dcfa40bea6abb07483c5cfd6,0,that would be nice. but how about 180 since im the one picking it up and with its one handle missing?,
C_71bd0d14dcfa40bea6abb07483c5cfd6,1,"I can attach it for you, but I am needing the money because I am short for paying my grandma's funeral for $190.",
C_71bd0d14dcfa40bea6abb07483c5cfd6,0,im sorry to hear that. 190 would be good.,
C_71bd0d14dcfa40bea6abb07483c5cfd6,1,Thats okay she was very old. I think 98,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,This is a beautiful place and I think you'd really like it.,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,It looks super close to the neighbors.,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,"It is just like other neighborhoods. Not too close, but not a big distance apart.",
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,Original hardwood?  Was it actually refinished or was espresso spilled (splashed) on it?  I'm thinking the later with no pictures inside.,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,"I can certainly send you inside pictures, or you could stop by the see it before you pay.",
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,The yard is also very poorly maintained... Are you willing to take 1200?,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,No for the area this is in that is too low.,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,If you reseed the lawn I can go 1300,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,I am not willing to go below 2000 for this,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,"That's just not going to work.  Reseed the lawn, tear out the awful plant up front, and show me it first and I'll give you 1800.",
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,I'm sorry that is just too low for this house. I'd be able to all that for you but only for the price of 2000,
C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,1900 and paint the door red too.  Final offer.,
C_373683cc6d9645a2a561e2b3f053ceff,0,I'm really intersted in the chairs. Are there any scratches?,
C_373683cc6d9645a2a561e2b3f053ceff,1,There are a few minor scratches on some of the chairs,
C_373683cc6d9645a2a561e2b3f053ceff,0,"How about the cushions, any holes?",
C_373683cc6d9645a2a561e2b3f053ceff,1,No.  We reupholstered them after we purchased the chairs last fall,
C_373683cc6d9645a2a561e2b3f053ceff,0,Cool. I was hoping you would be willing to let them go for a little below your listed price.,
C_373683cc6d9645a2a561e2b3f053ceff,1,"I'm willing to negotiate, but I'm not going to accept an unreasonable offer.  Even with the scratches they're still nice chairs!",
C_373683cc6d9645a2a561e2b3f053ceff,0,"I believe you. I want to make sure it's a fair price. You want about 26 per chair, I was hoping to get them for about 18 per chair.",
C_373683cc6d9645a2a561e2b3f053ceff,1,Would you be willing to split the difference at 22 per chair?,
C_373683cc6d9645a2a561e2b3f053ceff,0,I was hoping to pay less because I don't have a truck so I will need to pay a friend to pick them up.,
C_373683cc6d9645a2a561e2b3f053ceff,1,"Well, I could deliver them a little bit further than Hayward, if that helps",
C_373683cc6d9645a2a561e2b3f053ceff,0,That acutally would help. Would you be willing to do that for the $22 per chair?,
C_373683cc6d9645a2a561e2b3f053ceff,1,Yes,
C_373683cc6d9645a2a561e2b3f053ceff,0,"Great, I'm just a little outside of hayward in union city so it's not too far. Would tomorrow be good. I can work around your schedule.",
C_373683cc6d9645a2a561e2b3f053ceff,1,"I'm free all day tomorrow, so that would work for me!",
C_373683cc6d9645a2a561e2b3f053ceff,0,"Great, thanks. I'm going to input the offer now at $132.",
C_373683cc6d9645a2a561e2b3f053ceff,1,Sounds good -- is that going to show up on my screen too?  Based on the instructions it looks like it should,
C_ee1c477c477a41a385c29cbaeb239e1a,1,"Hello, I'm selling a king bed with boxspring, matress, and headboard",
C_ee1c477c477a41a385c29cbaeb239e1a,0,Is there any kinds of stains or anything on it?,
C_ee1c477c477a41a385c29cbaeb239e1a,1,absolutely none,
C_ee1c477c477a41a385c29cbaeb239e1a,0,As much as I really need this 900 seems too high for me.,
C_ee1c477c477a41a385c29cbaeb239e1a,1,I think 900 sounds fair. I'm including a waterproof hypoallergenic protective mattress cover thats new.,
C_ee1c477c477a41a385c29cbaeb239e1a,0,I can really only afford to pay 550 for this at this time,
C_ee1c477c477a41a385c29cbaeb239e1a,1,550 is much much to low. This is less than a year old. I'm including everything. A each would be worth several hundred dollars seperately. I can go 875,
C_ee1c477c477a41a385c29cbaeb239e1a,0,I just can't justify that when I could get a brand new one for that much.,
C_ee1c477c477a41a385c29cbaeb239e1a,1,This was more than a thousand originally. how about 800. Lowest I can go. The headboard was custon ordered.,
C_ee1c477c477a41a385c29cbaeb239e1a,0,Could you throw in a blanket and a pillow?,
C_ee1c477c477a41a385c29cbaeb239e1a,1,I could do that.,
C_ee1c477c477a41a385c29cbaeb239e1a,0,Then I will make that deal with you for 800,
C_ee1c477c477a41a385c29cbaeb239e1a,1,Alright.,
C_26a17a9bd6754463b0ce7b4db02c3f78,1,"Hello, glad you are interested in the townhouse. Are there any questions I can answer for you?",
C_26a17a9bd6754463b0ce7b4db02c3f78,0,"Yeah, I was wondering if the townhome came with any appliances?",
C_26a17a9bd6754463b0ce7b4db02c3f78,1,All appliances are included - except washer and dryer.,
C_26a17a9bd6754463b0ce7b4db02c3f78,0,Are there any rules on smoking? Or pets?,
C_26a17a9bd6754463b0ce7b4db02c3f78,1,"Pets OK. They complete a family. I would say smoking outside is acceptable, but please be courteous and keep the grounds clean.",
C_26a17a9bd6754463b0ce7b4db02c3f78,0,"I understand that. It seems like a pretty nice place. But without a washer and dryer available on the property, I was wondering if there may be some wiggle room price wise?",
C_26a17a9bd6754463b0ce7b4db02c3f78,1,I feel we could go down to 1650. The savings could go towards purchasing your own washer/dryer unit.,
C_26a17a9bd6754463b0ce7b4db02c3f78,0,"1650 is a pretty good start, but I was thinking, since I had to purchase a new washer and dryer would could do something like 1368?",
C_26a17a9bd6754463b0ce7b4db02c3f78,1,"There are many benifits to this unit that I think you would find agreeable. We offer 24/7 maintenance, and a satisfaction guarantee. With all the townhouse has to offer you can see the value. Could we meet in the middle at 1580?",
C_26a17a9bd6754463b0ce7b4db02c3f78,0,"I do like the 24/7 maintenance, if you were able to do an even 1500 I would be happy to make this deal.",
C_26a17a9bd6754463b0ce7b4db02c3f78,1,I can go as low $1550 ... and if we go ahead and lock that price in and start the application now we will waive the $30 application fee.,
C_26a17a9bd6754463b0ce7b4db02c3f78,0,Agreed,
C_a9aa017d57aa49919d66922d0d2c1e80,0,Hello?,
C_a9aa017d57aa49919d66922d0d2c1e80,1,Hi! I'm selling this for just 110,
C_a9aa017d57aa49919d66922d0d2c1e80,0,"I think I want to buy it, but I need a lower price",
C_a9aa017d57aa49919d66922d0d2c1e80,1,How much lower?,
C_a9aa017d57aa49919d66922d0d2c1e80,0,how about 80,
C_a9aa017d57aa49919d66922d0d2c1e80,1,That's too low. This is NEW and very hard to find.,
C_a9aa017d57aa49919d66922d0d2c1e80,0,Yes but they also are not the safest to use and they are quite old,
C_a9aa017d57aa49919d66922d0d2c1e80,1,Fair point. How about 90,
C_a9aa017d57aa49919d66922d0d2c1e80,0,85 and its a done deal. I have cash in hand.,
C_a9aa017d57aa49919d66922d0d2c1e80,1,Okay pay 85 today and it's yours!,
C_a9aa017d57aa49919d66922d0d2c1e80,0,Thank you!,
C_a02652fd38a445c7ae0db8a806f2227c,0,i am interested in your bike,
C_a02652fd38a445c7ae0db8a806f2227c,1,Great it is for sale,
C_a02652fd38a445c7ae0db8a806f2227c,0,will you be delivering it?,
C_a02652fd38a445c7ae0db8a806f2227c,1,I sure will,
C_a02652fd38a445c7ae0db8a806f2227c,0,and how much are you selling it for?,
C_a02652fd38a445c7ae0db8a806f2227c,1,600,
C_a02652fd38a445c7ae0db8a806f2227c,0,that is too high cant you come lower,
C_a02652fd38a445c7ae0db8a806f2227c,1,My final offer is 550.,
C_a02652fd38a445c7ae0db8a806f2227c,0,how good is the condition?,
C_a02652fd38a445c7ae0db8a806f2227c,1,Mint and it looks like new; aircraft alluminum and size 56.,
C_a02652fd38a445c7ae0db8a806f2227c,0,how about for 400?,
C_a02652fd38a445c7ae0db8a806f2227c,1,Sorry but my wife won't let me go below $550.,
C_a02652fd38a445c7ae0db8a806f2227c,0,and that is too high for me,
C_e18fde101d66486f8a9294b95f223c8a,1,Are you interested in the bookcase?,
C_e18fde101d66486f8a9294b95f223c8a,0,I think I am interested,
C_e18fde101d66486f8a9294b95f223c8a,1,I'm asking $95 or best offer,
C_e18fde101d66486f8a9294b95f223c8a,0,Do you have a return policy?,
C_e18fde101d66486f8a9294b95f223c8a,1,"No, this is a private resell item.  You can check it out at Yesteryears Marketplace Antique Store if you like",
C_e18fde101d66486f8a9294b95f223c8a,0,"oh, ok, do you offer a warranty of any sort?",
C_e18fde101d66486f8a9294b95f223c8a,1,Cash and carry.  You pickup.,
C_e18fde101d66486f8a9294b95f223c8a,0,I'm thinking $30 is a fair price,
C_e18fde101d66486f8a9294b95f223c8a,1,It cost me $30 to bring it here.  I can't accept anything less than $75.,
C_e18fde101d66486f8a9294b95f223c8a,0,"Well, $45 means you still get a pretty good profit. How about that?",
C_e18fde101d66486f8a9294b95f223c8a,1,"This is  a 6' tall, oak wook bookcase with 2 glass doors and shelves on the interior.  $75, take it or leave it.",
C_e18fde101d66486f8a9294b95f223c8a,0,I know it is a great bookcase but it isn't new. It is used. That should make it cheaper...,
C_e18fde101d66486f8a9294b95f223c8a,1,"I've dropped the price by $20 so if you want it it will cost you $75, if you don't I need to check someone else who wants to pay my original asking price.  Do you want it at $75?",
C_e18fde101d66486f8a9294b95f223c8a,0,That is just way more then I am willing pay. I can go up to $65,
C_e18fde101d66486f8a9294b95f223c8a,1,"Sorry, no deal.  I cannot accept anything less than $75 and I'm not willing to go any lower.",
C_e18fde101d66486f8a9294b95f223c8a,0,"ok, I can't go any higher",
C_e18fde101d66486f8a9294b95f223c8a,1,Alright.  Have a nice day!,
C_21fd32f74fcb49fbaa7dcc8adeb35132,0,What color is this house?,
C_21fd32f74fcb49fbaa7dcc8adeb35132,1,"Hi, I'm selling this house for $1900",
C_21fd32f74fcb49fbaa7dcc8adeb35132,0,And what color is it?,
C_21fd32f74fcb49fbaa7dcc8adeb35132,1,"It's a lovely beige, but takes paint very well",
C_21fd32f74fcb49fbaa7dcc8adeb35132,0,I'd like to pay 1740 for this and do the lawn myself.,
C_21fd32f74fcb49fbaa7dcc8adeb35132,1,"The hous includes a patio, and the price is low as it is. I can do 1800 but no lower",
C_21fd32f74fcb49fbaa7dcc8adeb35132,0,Is there a grill provided?,
C_21fd32f74fcb49fbaa7dcc8adeb35132,1,I'm afraid there is no grill,
C_21fd32f74fcb49fbaa7dcc8adeb35132,0,Then how about 1780,
C_21fd32f74fcb49fbaa7dcc8adeb35132,1,"1780 is fine, please submit an application to make an offer.  We do not accept offers 15 minutes before lunch, availability and terms and prices are submit to change without notice.",
C_14a829b7d2274ff79407611383d91ff5,0,How many hours have you used this for?,
C_14a829b7d2274ff79407611383d91ff5,1,Probably 24.  It's just too big for my small wrist so that's why I'm selling it.,
C_14a829b7d2274ff79407611383d91ff5,0,can you ship it to me,
C_14a829b7d2274ff79407611383d91ff5,1,I can ship it to you if you pay what I'm asking for it.  $150,
C_14a829b7d2274ff79407611383d91ff5,0,it sells list price for 150. I could just get it on amazon with free shipping for that price brand new,
C_14a829b7d2274ff79407611383d91ff5,1,Well???,
C_14a829b7d2274ff79407611383d91ff5,0,"well if you aren't willing to sell it less than list price for a used watch, then I don't think we can come to an agreement",
C_14a829b7d2274ff79407611383d91ff5,1,"I wouldn't call 24 hours used, but if you want to forego the agreement that's okay.",
C_14a829b7d2274ff79407611383d91ff5,0,I mean you need to get rid of the watch as it's currently useless to you. I'm willing to give you 130,
C_14a829b7d2274ff79407611383d91ff5,1,I have to pay for shipping which I would naturally insure it for it's value so I'm firm on $150,
C_14a829b7d2274ff79407611383d91ff5,0,You will never be able to sell it at the same price of a brand new watch. $138 is my final offer,
C_14a829b7d2274ff79407611383d91ff5,1,"I'll accept $143, again I have to pay for shipping.",
C_14a829b7d2274ff79407611383d91ff5,0,I can't go above 138. I think an 8% depreciation is fair for a used and open product,
C_05d0d5afbc7342d7bcb71c797a0dc445,1,Hi,
C_05d0d5afbc7342d7bcb71c797a0dc445,0,Hello. Is the pool a private pool or a community pool?,
C_05d0d5afbc7342d7bcb71c797a0dc445,1,"It's a community pool, but you do have a patio that is private.",
C_05d0d5afbc7342d7bcb71c797a0dc445,0,Oh that's awesome. About how many people live in this community would you say?,
C_05d0d5afbc7342d7bcb71c797a0dc445,1,"Well there are over 100 units, but there are 3 pools.",
C_05d0d5afbc7342d7bcb71c797a0dc445,0,And it is pet friendly but is it kid friendly?,
C_05d0d5afbc7342d7bcb71c797a0dc445,1,"Yes, there are kids on my floor.",
C_05d0d5afbc7342d7bcb71c797a0dc445,0,This sounds perfect for my family. I'll offer 1700,
C_05d0d5afbc7342d7bcb71c797a0dc445,1,"Oh, sorry that's too low, it's offered at $2250.",
C_05d0d5afbc7342d7bcb71c797a0dc445,0,Is there a way we can make a deal to go lower please this is too perfect but out of my price range,
C_05d0d5afbc7342d7bcb71c797a0dc445,1,Well I can maybe go down to 2100,
C_05d0d5afbc7342d7bcb71c797a0dc445,0,Could we meet in the middle and do 2000?,
C_05d0d5afbc7342d7bcb71c797a0dc445,1,Sure,
C_fad2f33698574e3a9af27069c112db36,1,"Hi, I'd like to sell this piece of equipment for $40",
C_fad2f33698574e3a9af27069c112db36,0,"Hi, was this painted black or was it origianlly black?",
C_fad2f33698574e3a9af27069c112db36,1,Painted black,
C_fad2f33698574e3a9af27069c112db36,0,"And I can see there are a few scratches on this side, how about hte other side and the top?",
C_fad2f33698574e3a9af27069c112db36,1,Everything else is good to go,
C_fad2f33698574e3a9af27069c112db36,0,Ok. I was wondering if you would accept $24 for it,
C_fad2f33698574e3a9af27069c112db36,1,"Whoa, that's way too low. I can go down to $30",
C_fad2f33698574e3a9af27069c112db36,0,"I don't know those scratches look pretty big, so I am going to have to repaint it and that's time and money.",
C_fad2f33698574e3a9af27069c112db36,1,Submit an offer and I'll accept or reject,
C_fad2f33698574e3a9af27069c112db36,0,Well I would like to know if you will come down to $24?,
C_fad2f33698574e3a9af27069c112db36,1,"Submit an offer and I'll either accept or reject, but choose wisely otherwise we both lose out on real money",
C_fad2f33698574e3a9af27069c112db36,0,so why not work out an offer here and now to ensure we are both paid?,
C_fad2f33698574e3a9af27069c112db36,1,Because time is of the essence,
C_fad2f33698574e3a9af27069c112db36,0,Agreed. So you agree to $24?,
C_fad2f33698574e3a9af27069c112db36,1,Offer submitted - accept or reject,
C_bc3bdc71428c42b98631c73a6baec3c5,1,Hello,
C_bc3bdc71428c42b98631c73a6baec3c5,0,hi,
C_bc3bdc71428c42b98631c73a6baec3c5,1,Are you interested in the bike?,
C_bc3bdc71428c42b98631c73a6baec3c5,0,"Yes very, How old is it?",
C_bc3bdc71428c42b98631c73a6baec3c5,1,Its 2 years old but it's a rare classic edition with only a limited number of them ever made. My asking price for it is 800.,
C_bc3bdc71428c42b98631c73a6baec3c5,0,I was hoping to get it closer to 360...,
