Index,User,Text,Resistance Labels,,
C_86b749f3d83144c082a98451dc1cb1f7,0,Yes very much so.,,,
C_86b749f3d83144c082a98451dc1cb1f7,1,"What's your price point? It's clearly stylish, how does 950 sound?",,,
C_86b749f3d83144c082a98451dc1cb1f7,0,That's way high for me. I have a budget of $760,Hesitance-Hesitance,,
C_86b749f3d83144c082a98451dc1cb1f7,1,"I'd already be giving you a discount if we went to 900, she's really a beauty",Counter Argumentation-Contesting,,
C_86b749f3d83144c082a98451dc1cb1f7,0,That doesn't fit into my budget at all.,Self Pity-Empowement,,
C_86b749f3d83144c082a98451dc1cb1f7,1,875 then? I can't go down to 760.,Self Assertion-Empowerment,,
C_86b749f3d83144c082a98451dc1cb1f7,0,Yeah that sounds like a fair deal.,,,
C_86b749f3d83144c082a98451dc1cb1f7,1,Thank you,,,
C_12e0540bfaba45608412198731e494b9,0,I am interested in your bike. It does seem to be priced quite high. Is there room for negotiation?,,,
C_12e0540bfaba45608412198731e494b9,1,"yes, there is some wiggle room.",,,
C_12e0540bfaba45608412198731e494b9,0,Great. Is there anything wrong with the bike?,Source Derogation-Contesting,,
C_12e0540bfaba45608412198731e494b9,1,"Nope, I have put some work into it, so it is in great condition.",,,
C_12e0540bfaba45608412198731e494b9,0,Great! Would you be willing to take $100?,Hesitance-Hesitance,,
C_12e0540bfaba45608412198731e494b9,1,"No, that is too low. How about $225?",Self Assertion-Empowerment,,
C_12e0540bfaba45608412198731e494b9,0,How about $125,Hesitance-Hesitance,,
C_12e0540bfaba45608412198731e494b9,1,I can't do that. How about $175?,Hesitance-Hesitance,,
C_12e0540bfaba45608412198731e494b9,0,If I pick it up today with cash would you do $140?,Personal Choice-Empowerment,,
C_12e0540bfaba45608412198731e494b9,1,I suppose we could make that work.,,,
C_0161690e2107455dbfce9c03ce19607e,1,Hi - are you interested in my car?,,,
C_0161690e2107455dbfce9c03ce19607e,0,Hello i saw your post for your 2014 dodge charger featurig heated leather seats. I'm curious as if it's been insepected and if everything is running great,Information Inquiry-Contesting,,
C_0161690e2107455dbfce9c03ce19607e,1,Everything works as it should and has been serviced at regular intervals.  If you would like to have your own mechanic take a look I'd be open to that as well.,,,
C_0161690e2107455dbfce9c03ce19607e,0,I will provide one when if i come to check on it just to make sure.i'd love to go 19000 as i spent my life savings on chocolate and running on a budget right now. Do you think that's possible?,Hesitance-Hesitance,,
C_0161690e2107455dbfce9c03ce19607e,1,I need to get something more family friendly now that my wife and I are expecting our first child.  I could go 22000,Counter Argumentation-Contesting,,
C_0161690e2107455dbfce9c03ce19607e,0,Thank you for lowering the price but it's still a little too high how about 21000 i should be able to do that does that sound good?,Hesitance-Hesitance,,
C_0161690e2107455dbfce9c03ce19607e,1,I'm willing to do 21000.  Let's set up a time for you to come have a look.,,,
C_0161690e2107455dbfce9c03ce19607e,0,Can you do 4:20 PM thursday?,,,
C_0161690e2107455dbfce9c03ce19607e,1,Sounds like a plan,,,
C_0161690e2107455dbfce9c03ce19607e,0,Fantastic. Thank you for your time and have a great day!,,,
C_5c739a3f726649e09336a81c20e20cd5,1,How are you doing?,,,
C_5c739a3f726649e09336a81c20e20cd5,0,Very well thank you and yourself,,,
C_5c739a3f726649e09336a81c20e20cd5,1,"Great thanks,  Are you interested in the bike?",,,
C_5c739a3f726649e09336a81c20e20cd5,0,Yes I am. Is it used? how long if used?,Information Inquiry-Contesting,,
C_5c739a3f726649e09336a81c20e20cd5,1,"It is lightly used and in great condition, Listed at $200 but willing to negotiate a little.",,,
C_5c739a3f726649e09336a81c20e20cd5,0,Does it work very well like new?,Information Inquiry-Contesting,,
C_5c739a3f726649e09336a81c20e20cd5,1,Yes everything is tuned up.  make me an offer,,,
C_5c739a3f726649e09336a81c20e20cd5,0,$120 is what I can pay at the moment,Self Assertion-Empowerment,,
C_5c739a3f726649e09336a81c20e20cd5,1,I can't really go that low.  I can go $175 and deliver the bike to you.,Personal Choice-Empowerment,,
C_5c739a3f726649e09336a81c20e20cd5,0,How about $150?,Hesitance-Hesitance,,
C_5c739a3f726649e09336a81c20e20cd5,1,"Yeah, I think I can do that",,,
C_5c739a3f726649e09336a81c20e20cd5,0,Great then thanks!,,,
C_e9092991154545eab0da006e122f7c71,0,Hi,,,
C_e9092991154545eab0da006e122f7c71,1,Hello! Are you interested in the couches?,,,
C_e9092991154545eab0da006e122f7c71,0,"Yes I am, just a few questions, is this a non smoking home?",Information Inquiry-Contesting,,
C_e9092991154545eab0da006e122f7c71,1,"Yes, it is. I bought these brand new and have made sure to keep them in a smoke-free environment.",,,
C_e9092991154545eab0da006e122f7c71,0,And how long did you have them?,Information Inquiry-Contesting,,
C_e9092991154545eab0da006e122f7c71,1,I've had them for just a few years. I can assure you completely that they are in great condition.,,,
C_e9092991154545eab0da006e122f7c71,0,"well The price is s lightly high for used couches, would you come down to $240 if I ALSO PICKED THEM UP?",Personal Choice-Empowerment,,
C_e9092991154545eab0da006e122f7c71,1,I don't think I can go that low. I can give you both for $300 and I'll deliver them myself for no extra charge. Sound fair?,Personal Choice-Empowerment,,
C_e9092991154545eab0da006e122f7c71,0,$275??,Hesitance-Hesitance,,
C_e9092991154545eab0da006e122f7c71,1,"Actually, that's fine. Again, I'll deliver them to you myself. Don't worry about picking them up.",,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,1,Hello,,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,0,hi,,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,1,Are you interested in the Subwoofer?   It's a beauty.,,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,0,"It looks good, but wondering a few things, how old is it?",Information Inquiry-Contesting,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,1,"I bought it six months ago, but I never actually took it out of the original box.   It really has never been used.",,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,0,"oh, why is that?",Information Inquiry-Contesting,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,1,I expected to have more time.   I got sent on a 3 month business trip for my work and never got around it.,,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,0,I just want to make sure they work and are quality/ not deffective,Source Derogation-Contesting,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,1,Thats fair.  You can examine it and test it in any way that you would like.  I have nothing to hide.,,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,0,"That's ok, I was just making sure. Would you take $21?",Hesitance-Hesitance,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,1,"Thats kind of low because you know I am asking 35.   If you will go for 28, we have a deal.   Deal?",Hesitance-Hesitance,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,0,"What if I pick them up , coudl you then do 25?",Personal Choice-Empowerment,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,1,"If you pick them up, I'll go down to 27.",Hesitance-Hesitance,,
C_4eaaf00fcf7d43cfa795a1defbd5bd48,0,okay sounds fair,,,
C_c576b10e2df24d15a701c329deb4e21c,1,"Hello, are you looking to rent out this Apartment?",,,
C_c576b10e2df24d15a701c329deb4e21c,0,Hello! Appears to be a lovely apartment.,,,
C_c576b10e2df24d15a701c329deb4e21c,1,"We are currently renting these out after renovation. It is a two bedroom, one bath apartment with a brand new kitchen and stainless steal appliances.",,,
C_c576b10e2df24d15a701c329deb4e21c,0,Are they ready for move in at this time?,Information Inquiry-Contesting,,
C_c576b10e2df24d15a701c329deb4e21c,1,Whenever! These are available now for a one year lease. Rent is due at the price of $2200. How does that sound to you?,,,
C_c576b10e2df24d15a701c329deb4e21c,0,A bit higher than I expect for the neighborhood. Crime database shows there's been an increase in home robberies the past year.,Counter Argumentation-Contesting,,
C_c576b10e2df24d15a701c329deb4e21c,1,"That is understandable, but we do have other people making offers for this space. The lowest I will go is $1850 a month.",Self Assertion-Empowerment,,
C_c576b10e2df24d15a701c329deb4e21c,0,I can lease for about $1600 a month.,Hesitance-Hesitance,,
C_c576b10e2df24d15a701c329deb4e21c,1,$1725 a month and you have a deal!,Hesitance-Hesitance,,
C_c576b10e2df24d15a701c329deb4e21c,0,"After considering the costs of utilioties, and security deposit, the absolute maximum I can afford is $1672.",Counter Argumentation-Contesting,,
C_c576b10e2df24d15a701c329deb4e21c,1,Deal!,,,
C_332a13aa62d243bf89c9f6d52c3724f4,1,Hi! I have this greaty system here for sale. Perfect for any room. I will deliver to your doorstep for $175,,,
C_332a13aa62d243bf89c9f6d52c3724f4,0,Hi! Is it in good condition?,Information Inquiry-Contesting,,
C_332a13aa62d243bf89c9f6d52c3724f4,1,"excellent condition, never taken out of the box!",,,
C_332a13aa62d243bf89c9f6d52c3724f4,0,great! what color is that?,Information Inquiry-Contesting,,
C_332a13aa62d243bf89c9f6d52c3724f4,1,its a dark dark brown.,,,
C_332a13aa62d243bf89c9f6d52c3724f4,0,great! It will match my other furniture. Can you go lower? like $130?,Hesitance-Hesitance,,
C_332a13aa62d243bf89c9f6d52c3724f4,1,Lowest I can go is 160,Self Assertion-Empowerment,,
C_332a13aa62d243bf89c9f6d52c3724f4,0,awww.. not even 155?,Hesitance-Hesitance,,
C_332a13aa62d243bf89c9f6d52c3724f4,1,sure.,,,
C_332a13aa62d243bf89c9f6d52c3724f4,0,Ok great. Thanks,,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,1,"Hello, are you interested in the end tables?",,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,0,Yes very! Can you give me some details on it?,Information Inquiry-Contesting,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,1,"2 hexagon tables 27"" at the widest (corner to corner) and 19"" tall oak wood, no stains and from non-smoking home",,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,0,Sounds awesome! How much are you willing to sell it for?,,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,1,I really wanted to ask 80 a piece since they are in excellent condition but today is your lucky day!  150 takes both of them.,,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,0,I am will to pay 120 for both as I am on a tight budget!,Self Pity-Empowement,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,1,"I understand budget constraints but these are oak tables, no stains and excellent condition.  140 and I'll deliver them",Personal Choice-Empowerment,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,0,Ill pay $135 and you have a deal!,Hesitance-Hesitance,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,1,ok I'll accept 135 but you will have to pick them up.  deal?,Personal Choice-Empowerment,,
C_2f2abb8d2a3f41df9d15860c1975f1d0,0,Deal!,,,
C_1e34a436f26e4a3f804f9fbc08f44614,1,Hi! I am willing to sell this bike at a great price are you interested?,,,
C_1e34a436f26e4a3f804f9fbc08f44614,0,"Yes, I am very interested! It looks like a beautiful bike.",,,
C_1e34a436f26e4a3f804f9fbc08f44614,1,Ok cool! The bike has very low miles and has and upgraded WTB saddle! It also has carbon blade forks and 105 brakes. I am willing to sell for as low as $750.,,,
C_1e34a436f26e4a3f804f9fbc08f44614,0,$750 seems a little steep since the bike already has some miles on it. Would you accept $400?,Counter Argumentation-Contesting,,
C_1e34a436f26e4a3f804f9fbc08f44614,1,$595 is the lowest for a fact!,Self Assertion-Empowerment,,
C_1e34a436f26e4a3f804f9fbc08f44614,0,"$595 is a little high for my budget. Are there any accessories you'd be willing to throw in--for instance, a basket, lights, and/or bike pump? That would make it a lot more appealing for me.",Personal Choice-Empowerment,,
C_1e34a436f26e4a3f804f9fbc08f44614,1,"I will throw in my 700c wheelset, instead of the standard wheelset. How about that!",Personal Choice-Empowerment,,
C_1e34a436f26e4a3f804f9fbc08f44614,0,"I am excited for the 700c wheelset, but it looks like that was already listed in the ad. Is there anything else you can include?",Information Inquiry-Contesting,,
C_1e34a436f26e4a3f804f9fbc08f44614,1,Nothing unfortunately. How about 550 and we can call it a night!,Hesitance-Hesitance,,
C_1e34a436f26e4a3f804f9fbc08f44614,0,"That sounds pretty reasonable. Before we make the final agreement, could you just let me know roughly how may miles are on the bike?",Information Inquiry-Contesting,,
C_1e34a436f26e4a3f804f9fbc08f44614,1,Well I bought the bike from someone else and have not used it. He did not specify on the miles but just said that it was very low!,,,
C_1e34a436f26e4a3f804f9fbc08f44614,0,"Hmm--the ad says that you bought it new. Since you actually bought it (lightly) used from someone else, can we lower the price to $450?",Counter Argumentation-Contesting,,
C_1e34a436f26e4a3f804f9fbc08f44614,1,Sounds good!,,,
C_ff02a55751624199812bc4a6784fe018,1,Hello.,,,
C_ff02a55751624199812bc4a6784fe018,0,"Hello, I have just viewed your advertisement for the white BMW Z3",,,
C_ff02a55751624199812bc4a6784fe018,1,"Great, any questions?",,,
C_ff02a55751624199812bc4a6784fe018,0,"Yes, how many miles are on it?",Information Inquiry-Contesting,,
C_ff02a55751624199812bc4a6784fe018,1,15000,,,
C_ff02a55751624199812bc4a6784fe018,0,Have you done maintenance during the 15000 mile period?,Source Derogation-Contesting,,
C_ff02a55751624199812bc4a6784fe018,1,"yes, it is in great conditon.",,,
C_ff02a55751624199812bc4a6784fe018,0,That's great to hear! Do you have the maintenance records?,Information Inquiry-Contesting,,
C_ff02a55751624199812bc4a6784fe018,1,"Yes , of curse, and I also have a warranty on it  for you , good for 5 more years.",,,
C_ff02a55751624199812bc4a6784fe018,0,A dealer warranty?,Information Inquiry-Contesting,,
C_ff02a55751624199812bc4a6784fe018,1,manufacturer.,,,
C_ff02a55751624199812bc4a6784fe018,0,Nice. What is the least that you would be willing to take on the car?,,,
C_ff02a55751624199812bc4a6784fe018,1,"$4,200.00",Hesitance-Hesitance,,
C_ff02a55751624199812bc4a6784fe018,0,That price is high for me right now. If I were to come view the car this weekend and offer $2000 cash would you be open to sell the car?,Self Pity-Empowement,,
C_ff02a55751624199812bc4a6784fe018,1,I am open to deals btu that is less than half of asking.. you need to come up some.,Hesitance-Hesitance,,
C_ff02a55751624199812bc4a6784fe018,0,I could possibly do 2250 but that is a strain for me,Self Pity-Empowement,,
C_ff02a55751624199812bc4a6784fe018,1,"I really do want to get rid of it, but I think that is just way to low for me.",Hesitance-Hesitance,,
C_ff02a55751624199812bc4a6784fe018,0,It is a nice car and it would be going towards a good home. You could have it gone by this weekend and it would be off your hands. Would you take 2450?,Personal Choice-Empowerment,,
C_ff02a55751624199812bc4a6784fe018,1,I need at least 3200.,Self Assertion-Empowerment,,
C_ff02a55751624199812bc4a6784fe018,0,"I can pay you in cash, no hassle for you once you accept my offer",Personal Choice-Empowerment,,
C_ff02a55751624199812bc4a6784fe018,1,is yoru offer 3200 or higher?,,,
C_ff02a55751624199812bc4a6784fe018,0,I could possibly come up with $2750 by the weekend and we may be able to figure out what I can do for the difference,Hesitance-Hesitance,,
C_ff02a55751624199812bc4a6784fe018,1,"I just don't think we are going to agree here, too big a loss of me below 3200 even though I was wanting to get rid of it quickly.",Self Assertion-Empowerment,,
C_ff02a55751624199812bc4a6784fe018,0,What if you got to keep some of the parts? Such as the bumper bra; I really wouldn't need it and it probably cost you a good chunk of money,Personal Choice-Empowerment,,
C_ff02a55751624199812bc4a6784fe018,1,"alright , I KEEP THOSE PARTS AND YOU GET IT FOR 3000",Self Assertion-Empowerment,,
C_b85915ae4bff4a6abd04b923c4f6520e,0,Hi! I am very interested in buying this Headphone set!,,,
C_b85915ae4bff4a6abd04b923c4f6520e,1,Great.  Are there any questions I can answer for you?,,,
C_b85915ae4bff4a6abd04b923c4f6520e,0,What is great about this product compared to the other ones on the market?,Information Inquiry-Contesting,,
C_b85915ae4bff4a6abd04b923c4f6520e,1,"This product is new, fits both iPhone and/or Samsung.  It is very attractive and it has it's own carrying hard case for storage.",,,
C_b85915ae4bff4a6abd04b923c4f6520e,0,Ok awesome. I would like to purchase the item and I am willing to pick it up. What is the best deal that you can offer me?,Personal Choice-Empowerment,,
C_b85915ae4bff4a6abd04b923c4f6520e,1,I am asking $15 for the headphone set.,Hesitance-Hesitance,,
C_b85915ae4bff4a6abd04b923c4f6520e,0,I understand that but I am willing to do all the labor so you do not have to pay for gas or shipping. Would you be willing to go down to 9 dollars?,Counter Argumentation-Contesting,,
C_b85915ae4bff4a6abd04b923c4f6520e,1,Nine is a little low.  I would go $12.,Hesitance-Hesitance,,
C_b85915ae4bff4a6abd04b923c4f6520e,0,$11 and you have a deal!,Hesitance-Hesitance,,
C_b85915ae4bff4a6abd04b923c4f6520e,1,Okay -- great!  $11 it is.  Thank you.,,,
C_44131a776a914be2a2f8067bd908241e,1,HI!,,,
C_44131a776a914be2a2f8067bd908241e,0,"Hi, is this used or new?",Information Inquiry-Contesting,,
C_44131a776a914be2a2f8067bd908241e,1,This phone is used but with no issues.  It is in excellent condition.  Unlocked for any carrier you need.,,,
C_44131a776a914be2a2f8067bd908241e,0,"Good to know, I am wondering if you could come down in price? I am a student.",Self Pity-Empowement,,
C_44131a776a914be2a2f8067bd908241e,1,Since you are a student I would like to help you out.  I will come down to $225.,Hesitance-Hesitance,,
C_44131a776a914be2a2f8067bd908241e,0,I was hoping for $190.,Hesitance-Hesitance,,
C_44131a776a914be2a2f8067bd908241e,1,"I don't think I can go that low, sorry.  I would like to help you out though.  How about $215.00?",Hesitance-Hesitance,,
C_44131a776a914be2a2f8067bd908241e,0,do you have case you could throw in?,Personal Choice-Empowerment,,
C_44131a776a914be2a2f8067bd908241e,1,I do. So how about $215.00 and a case?,,,
C_44131a776a914be2a2f8067bd908241e,0,sounds fair!,,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,1,HI! are you looking for a new place?,,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,0,"Yes, can you tell me your pet policy?",Information Inquiry-Contesting,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,1,Yes pets are welcome.  We do have a breed restriction.,,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,0,I just have a cat.,,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,1,That is not restricted.  THe PInes has 3 pools to enjoy amoung other amenities.  I am listing this 2 bedroom 1 bath at $2250,,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,0,I saw that any chance you would come down in price?,,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,1,I could come down to $2150 but that price is very firm.,Hesitance-Hesitance,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,0,"I was hoping to pay $1750, any perks you can offer ?",Personal Choice-Empowerment,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,1,At $2150 I could offer a year warranty/insurance for the apartment and one month paid utilities.,Personal Choice-Empowerment,,
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,0,"alright , I think I can swing that price.",,,
C_560e7e149097482481c94b9288cde24f,0,Hi,,,
C_560e7e149097482481c94b9288cde24f,1,Heyu,,,
C_560e7e149097482481c94b9288cde24f,0,I am interested. Is parking included?,Information Inquiry-Contesting,,
C_560e7e149097482481c94b9288cde24f,1,"Yes, but only two spots per lease.",,,
C_560e7e149097482481c94b9288cde24f,0,"fair enough, what is your pet policy?",Information Inquiry-Contesting,,
C_560e7e149097482481c94b9288cde24f,1,"$30 per pet, and they have to be fixed. 5 max pets per lease.",,,
C_560e7e149097482481c94b9288cde24f,0,"ok, I just have a cat.",,,
C_560e7e149097482481c94b9288cde24f,1,That'd be fine. We ask for $2311 a month.,,,
C_560e7e149097482481c94b9288cde24f,0,any chance you could do it for 1800? I only need one parking space.,Counter Argumentation-Contesting,,
C_560e7e149097482481c94b9288cde24f,1,"I wish, but for some reason you want to live in California near the bay. Everything's way more expensive here. We offer 2 pools, so you can urinate in one and move to the next.",Counter Argumentation-Contesting,,
C_560e7e149097482481c94b9288cde24f,0,"Well you must be very busy , your response time is very slow.  I am willing to come up to $2000.",Source Derogation-Contesting,,
C_560e7e149097482481c94b9288cde24f,1,"Sorry, that must be the service. Can you do $2200 and I'll give you a month free.",Personal Choice-Empowerment,,
C_560e7e149097482481c94b9288cde24f,0,"okay I suppose that is fair.sorry to harp on you , probably the connection.",,,
C_f37854e223534091a32ff38bc7ef2d51,1,I take it your interested in the cargo van?,,,
C_f37854e223534091a32ff38bc7ef2d51,0,"Yes, however the price seems a bit high. Are you willing to negotiate?",Hesitance-Hesitance,,
C_f37854e223534091a32ff38bc7ef2d51,1,I can a little but it is great condition and low miles so it is already a great deal.,Counter Argumentation-Contesting,,
C_f37854e223534091a32ff38bc7ef2d51,0,"I would be willing to offer you $2,500",Hesitance-Hesitance,,
C_f37854e223534091a32ff38bc7ef2d51,1,I can't go that low. I'll keep it for a back up at that price. I can do $3900,Self Assertion-Empowerment,,
C_f37854e223534091a32ff38bc7ef2d51,0,"I would come up to $2,750",Hesitance-Hesitance,,
C_f37854e223534091a32ff38bc7ef2d51,1,Sorry that is just way to low.,Self Assertion-Empowerment,,
C_f37854e223534091a32ff38bc7ef2d51,0,"My last and final offer would be $3,000. That is more than fair for a vehicle that is almost 15 years old.",Counter Argumentation-Contesting,,
C_f37854e223534091a32ff38bc7ef2d51,1,It is a one owner and I have all the maintenance records. I could go $3800,Counter Argumentation-Contesting,,
C_f37854e223534091a32ff38bc7ef2d51,0,"3,000 is my final offer",Self Assertion-Empowerment,,
C_f37854e223534091a32ff38bc7ef2d51,1,I can't go that low. Sorry,Hesitance-Hesitance,,
C_b32fe7b6ac314ee5a58767b462361e93,1,"Hey so I have a great phone for sale, it's in excellent condition.",,,
C_b32fe7b6ac314ee5a58767b462361e93,0,"Hi, I am interested in a phone, are they brand new or used?",Information Inquiry-Contesting,,
C_b32fe7b6ac314ee5a58767b462361e93,1,"It's brand new, I didn't need them. They're $650 each, this is a steal especially since it's $150 off.",,,
C_b32fe7b6ac314ee5a58767b462361e93,0,I am a student and would want to work on the price.. is that an option?,Self Pity-Empowement,,
C_b32fe7b6ac314ee5a58767b462361e93,1,"I don't know about that. Do you have a family member or friend who might want one, the price goes down in multiples.",Personal Choice-Empowerment,,
C_b32fe7b6ac314ee5a58767b462361e93,0,I could maybe get my sister in on a deal but it would have to be a great deal.,,,
C_b32fe7b6ac314ee5a58767b462361e93,1,They would get knocked down to $600 each. I could also include two cases and glass screen protectors.,Personal Choice-Empowerment,,
C_b32fe7b6ac314ee5a58767b462361e93,0,"Wow, still too high, i was thinking, 380 each.",Hesitance-Hesitance,,
C_b32fe7b6ac314ee5a58767b462361e93,1,"I can't go that low, the lowest I could go is $575. That's only if you buy 2.",Self Assertion-Empowerment,,
C_b32fe7b6ac314ee5a58767b462361e93,0,"I just think this is out of my reach, price wise. I could do 415 tops each.",Self Pity-Empowement,,
C_b32fe7b6ac314ee5a58767b462361e93,1,"No, you're going to have to come up to $525 flat and buy 4.",Self Assertion-Empowerment,,
C_b32fe7b6ac314ee5a58767b462361e93,0,"ha, we are so far from each other. looks like a stalemate. good luck!",Self Assertion-Empowerment,,
C_6052f0ae28934ef58480cf43fbbc9184,1,how we doing today,,,
C_6052f0ae28934ef58480cf43fbbc9184,0,hey,,,
C_6052f0ae28934ef58480cf43fbbc9184,1,so what can I do for you today,,,
C_6052f0ae28934ef58480cf43fbbc9184,0,i'm looking for a good deal on a laptop,,,
C_6052f0ae28934ef58480cf43fbbc9184,1,ok i got what you need how many ?,Information Inquiry-Contesting,,
C_6052f0ae28934ef58480cf43fbbc9184,0,what the price range i can pay $200 for it,,,
C_6052f0ae28934ef58480cf43fbbc9184,1,"I need minimum 300 per mac book , it's a great price since we are certified Apple Techniciens, you can also resell them for 400 a piece",,,
C_6052f0ae28934ef58480cf43fbbc9184,0,come on man i need it for 200,Self Pity-Empowement,,
C_6052f0ae28934ef58480cf43fbbc9184,1,"no can do, 280 is the best I could for you partner",Hesitance-Hesitance,,
C_6052f0ae28934ef58480cf43fbbc9184,0,man all i have is $228 that it my pockets are busted,Self Pity-Empowement,,
C_6052f0ae28934ef58480cf43fbbc9184,1,"then theres nothing to discuss here, my final offer is 250",Self Assertion-Empowerment,,
C_f272a1bf50cc46f8b455531d5dd4431c,1,are you looking for a apartment,,,
C_f272a1bf50cc46f8b455531d5dd4431c,0,Yes I am. This sounds perfect but I am a little confused as to the price. Is this a rental quote?,,,
C_f272a1bf50cc46f8b455531d5dd4431c,1,i have a nice 4bedroom spacious apartment,,,
C_f272a1bf50cc46f8b455531d5dd4431c,0,I am moving to Berkeley from the midwest. Where I live this would rent for about $3000/month. You are asking $6495/month?,Source Derogation-Contesting,,
C_f272a1bf50cc46f8b455531d5dd4431c,1,yes cause it's up to date with the latest in technmeras and moreology apple tv led smart tv amazon echo Security ca,Counter Argumentation-Contesting,,
C_f272a1bf50cc46f8b455531d5dd4431c,0,"Sounds nice. I have budgeted the assumption of rental responsibility at $5800/month. Could you come down to that? I have excellent credit and references, and would take extremely good care of this apartment.",Counter Argumentation-Contesting,,
C_f272a1bf50cc46f8b455531d5dd4431c,1,i can get you in for $5900 a month deal,Hesitance-Hesitance,,
C_f272a1bf50cc46f8b455531d5dd4431c,0,Thank you! I can handle $5900. It's a deal?,,,
C_f272a1bf50cc46f8b455531d5dd4431c,1,ok mee t at 10am tomorrow morning i'll show you around,,,
C_f272a1bf50cc46f8b455531d5dd4431c,0,Thanks.See you then.,,,
C_7627c88340864fa5a93b8f477cffa793,0,"Hi there, can you give me some more info about the bike you have for sale please",Information Inquiry-Contesting,,
C_7627c88340864fa5a93b8f477cffa793,1,"Sure, I has a really comfortable and adjustable seat. It's a couple of years old but there is hardly any wear.",,,
C_7627c88340864fa5a93b8f477cffa793,0,has it been kept inside?,Information Inquiry-Contesting,,
C_7627c88340864fa5a93b8f477cffa793,1,"Yes, I store it in my garage to keep it out of the elements.",,,
C_7627c88340864fa5a93b8f477cffa793,0,So there is no rust on it?,Source Derogation-Contesting,,
C_7627c88340864fa5a93b8f477cffa793,1,"Nope, It was repainted recently. It looks like new. I'm selling it for $1300. Are you interested?",,,
C_7627c88340864fa5a93b8f477cffa793,0,"i am very interested i was wondering $1300 is a little high for me, does it come with any accessories?",Personal Choice-Empowerment,,
C_7627c88340864fa5a93b8f477cffa793,1,I can throw in a helmet and some knee pads. I also have riding gloves. They're pink if that's okay with you.,,,
C_7627c88340864fa5a93b8f477cffa793,0,That would be great would you take $800 for everything?,Hesitance-Hesitance,,
C_7627c88340864fa5a93b8f477cffa793,1,That's really low for such a great bike. How about $1000?,Counter Argumentation-Contesting,,
C_7627c88340864fa5a93b8f477cffa793,0,Can we meet in the middle and say $900?,Hesitance-Hesitance,,
C_7627c88340864fa5a93b8f477cffa793,1,Okay. That'll work. $900 it is.,,,
C_fd016d47a55845dcb134a8fc1f4a10ab,0,Is the basket included with this bike?,Information Inquiry-Contesting,,
C_fd016d47a55845dcb134a8fc1f4a10ab,1,Yes it is included with the bike.,,,
C_fd016d47a55845dcb134a8fc1f4a10ab,0,And is it red just like in the picture?,Information Inquiry-Contesting,,
C_fd016d47a55845dcb134a8fc1f4a10ab,1,"Yes it is exactly like the photo, practically brand new too!",,,
C_fd016d47a55845dcb134a8fc1f4a10ab,0,I'll pay $700 cash!,Personal Choice-Empowerment,,
C_fd016d47a55845dcb134a8fc1f4a10ab,1,"I am wanting to do a quick deal, but that is far too low. I woudl need you to come much closer, like I said in great condition practically brand new.",Counter Argumentation-Contesting,,
C_fd016d47a55845dcb134a8fc1f4a10ab,0,I can't go much higher at the moment. How low will you go?,Hesitance-Hesitance,,
C_fd016d47a55845dcb134a8fc1f4a10ab,1,"I would say 900, I am taking a loss on it even at 1200.",Hesitance-Hesitance,,
C_fd016d47a55845dcb134a8fc1f4a10ab,0,I'll give you 950,,,
C_fd016d47a55845dcb134a8fc1f4a10ab,1,okay,,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,Hello. Are you interested in the bike?,,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,"Hello, I see you are selling a bike?",,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,Yes I am.,,,
